borrower_id,score_date,device_type,app_sessions_last_30d,avg_airtime_recharge_ngn,has_prior_loan,prior_loan_default,social_media_linked,contact_list_size
BRW2CD1033C,2023-08-19,Feature Phone,19,1409.37,True,False,True,147
BRW3C8823B4,2024-06-19,Android,4,2926.15,True,False,True,144
BRWED2052FC,2024-05-16,Android,40,462.75,True,True,True,237
BRW764C111C,2024-04-02,Android,4,4330.93,False,False,False,305
BRW923A719A,2022-10-14,iOS,0,2523.61,True,False,False,149
BRW32EDB004,2022-11-25,Android,54,3758.8,False,False,True,213
BRW817DCD7C,2024-04-14,Feature Phone,42,3373.1,True,False,True,227
BRW75A0BDCF,2024-07-17,Android,46,4429.54,True,True,False,463
BRW29E83A10,2024-05-23,Android,52,898.88,True,False,True,426
BRW9282BA5C,2024-05-21,iOS,23,2201.73,True,False,False,40
BRW9A0482E7,2023-10-26,Android,5,783.35,False,False,True,478
BRWB1473EFA,2023-10-19,Android,37,3100.93,False,False,True,458
BRW91A71314,2023-07-20,Android,26,1473.55,False,False,True,225
BRWA393B31D,2023-02-17,Feature Phone,45,554.6,True,False,True,299
BRWF6C6891B,2024-07-22,Feature Phone,46,4780.57,False,False,True,72
BRW3A68C3E4,2022-11-13,Android,44,1353.68,True,False,False,145
BRW175B0F2B,2024-06-08,Feature Phone,44,3209.99,True,False,True,145
BRWC464EFFD,2024-01-07,Android,20,4727.27,True,True,False,51
BRW940CCBA6,2024-07-22,Android,35,1040.32,True,False,True,29
BRWFFECD7B5,2023-04-27,Android,5,2730.96,True,False,True,234
BRW28DA4D0C,2024-01-12,iOS,2,1671.96,False,False,True,8
BRWA5ED7CC6,2023-12-08,Android,22,275.82,False,False,False,490
BRW43EFEB3B,2023-01-03,Feature Phone,17,4524.14,True,False,True,140
BRWB37E0D64,2022-07-09,Android,44,3077.31,True,False,True,418
BRW7987DDA5,2022-07-15,iOS,35,1729.79,True,False,False,51
BRWC5F2D2A5,2022-10-27,iOS,44,4198.21,True,False,True,314
BRW5E31E3D4,2024-06-28,Android,49,947.0,True,False,True,221
BRW01FF35F6,2023-07-06,Android,58,4028.03,True,True,True,55
BRW37B7FC78,2024-03-23,Android,0,1102.66,False,False,True,181
BRW40DC5283,2022-12-23,Android,25,446.93,True,False,False,318
BRWEDE595AD,2022-10-03,Android,9,4133.77,False,False,True,439
BRW7C25184F,2023-12-11,Android,4,587.56,False,False,False,283
BRW3F9530EC,2023-10-24,Feature Phone,24,665.98,False,False,True,191
BRW3D2CA97F,2022-12-31,Android,48,4436.68,True,False,True,321
BRW046F28FB,2024-01-20,Android,59,2360.7,True,False,True,103
BRW297AD0D3,2024-08-06,Android,46,4497.98,True,False,False,195
BRWC9BE4199,2023-06-24,iOS,8,4157.99,True,False,False,193
BRW5B9D3B4A,2022-11-30,Android,14,3003.12,False,False,False,1
BRWCE4CE742,2022-08-18,iOS,18,2153.54,True,False,True,283
BRW087A5F7E,2023-03-09,Android,18,1363.16,False,False,True,464
BRWC5230785,2022-08-03,Android,18,2627.03,False,False,True,120
BRWFB6AF070,2023-01-03,Feature Phone,15,4765.63,False,False,False,179
BRWB8DA77BB,2022-09-22,Android,43,115.75,False,False,True,172
BRW30FC413D,2023-05-02,Android,47,1269.92,True,False,False,439
BRW02B83FB7,2023-06-20,Android,12,4469.93,False,False,True,1
BRW9B32BBFA,2023-05-13,Android,51,1108.08,False,False,True,65
BRWC9EB3997,2024-01-01,Android,43,3396.87,True,False,True,218
BRWF3E57B02,2023-07-19,Android,6,4572.51,True,False,True,91
BRWFA45F663,2024-05-07,Android,15,1100.86,False,False,True,60
BRW9F477866,2024-04-15,Android,5,1507.98,False,False,False,380
BRW145E5B53,2022-12-13,Feature Phone,14,2893.17,True,False,True,423
BRW4771AE77,2024-07-03,iOS,58,3994.99,False,False,True,213
BRW3670D17C,2023-06-12,iOS,48,4058.59,True,True,True,237
BRW5BE57F2E,2023-03-16,Android,29,4580.4,True,False,True,172
BRW6A87EBB2,2023-10-25,Android,59,876.5,False,False,True,381
BRWF2E01048,2023-03-18,Feature Phone,14,4462.7,False,False,True,110
BRWAF11C704,2024-07-15,Android,37,4017.18,False,False,False,199
BRWA8757EAD,2022-06-28,Android,9,4373.66,True,False,True,56
BRWCC9342C7,2024-02-04,Android,18,2404.26,False,False,False,142
BRWC1B26C78,2023-05-30,iOS,51,1863.5,False,False,True,98
BRWF996C598,2024-04-10,Android,40,4210.51,False,False,False,184
BRWF24AAED2,2024-01-18,Android,38,4148.82,False,False,True,323
BRWF8FDBDA0,2022-11-28,Android,26,1544.71,False,False,False,457
BRWB900DA2C,2022-10-12,Android,7,2873.22,False,False,False,62
BRW59186B9C,2024-02-29,iOS,16,642.21,False,False,True,228
BRW24A78A4B,2023-09-26,Android,6,684.88,False,False,True,375
BRW2AE3ECFF,2024-07-31,Android,16,2291.19,False,False,False,45
BRW12196414,2024-05-01,Android,24,640.3,False,False,False,68
BRWAF472E51,2024-04-30,iOS,16,3469.25,False,False,True,60
BRW9A1CA3A6,2024-03-16,iOS,54,242.76,True,False,True,89
BRW63C5E35E,2023-12-08,Feature Phone,38,2870.55,True,True,False,244
BRWE9D9F97E,2023-04-10,iOS,40,4567.3,False,False,False,384
BRWA70E5D08,2024-06-13,iOS,25,1775.28,False,False,False,12
BRW54EA6E5F,2023-04-07,Android,45,903.78,False,False,False,83
BRW0EE5542E,2023-06-07,Android,50,2596.81,True,False,True,475
BRW9C05A34C,2023-01-11,Feature Phone,23,2620.47,False,False,False,322
BRW8E8E5BE9,2024-04-05,Android,39,3337.39,True,False,False,349
BRWA6404697,2023-08-17,Android,44,1393.41,True,True,True,289
BRWFB257F3B,2023-09-21,Android,52,3850.42,False,False,True,341
BRWED99A666,2024-03-01,Android,33,4840.04,False,False,False,307
BRW16E53DFA,2022-11-07,Android,30,3954.87,True,False,False,145
BRW230E7A50,2023-05-30,Android,20,4574.97,False,False,False,164
BRW98456DCD,2023-03-29,iOS,32,3653.02,False,False,False,407
BRWD7A6D3E6,2024-01-13,Android,38,2569.45,False,False,True,122
BRWF09F5C25,2023-02-10,iOS,43,4339.42,True,True,False,382
BRW40961E40,2023-01-07,Android,3,117.28,True,True,False,376
BRWD73B7BC8,2023-05-29,Feature Phone,22,4388.96,False,False,True,452
BRWAC5CCB77,2023-06-19,Android,7,2025.62,True,True,True,216
BRWCEADCEF5,2024-03-12,iOS,30,1422.75,False,False,True,418
BRW37A335B2,2023-10-17,Android,41,179.9,True,False,False,218
BRW6267E7AF,2024-04-14,iOS,8,1991.3,False,False,False,170
BRWE0DA5ACB,2023-10-28,Android,1,1735.02,False,True,False,208
BRWC453A34E,2023-05-06,Android,11,1013.31,False,False,False,228
BRWFDA70417,2022-11-08,Android,56,2144.82,True,False,True,390
BRWB3B7C882,2023-06-18,Feature Phone,60,4000.33,True,False,True,120
BRW06371C55,2023-06-17,Android,5,2985.47,True,False,True,132
BRW7B71043A,2023-05-13,Android,1,3058.74,True,False,False,132
BRW246324C3,2022-07-22,iOS,44,2416.44,False,False,False,117
BRW4B41E67D,2023-03-22,Feature Phone,6,575.13,False,False,True,427
BRWF1E16999,2023-02-22,Android,50,773.6,True,False,False,27
BRW3D507AEA,2022-09-25,Android,4,661.16,False,False,False,457
BRWE1FC4493,2023-01-20,Android,12,645.11,False,False,True,351
BRWACB8CA98,2022-10-05,Android,8,819.73,False,False,True,405
BRW88EF5D50,2024-07-28,Android,52,2797.5,True,False,False,401
BRW0F96D28E,2022-08-16,Feature Phone,54,1162.59,False,False,True,239
BRW5CC2510A,2022-06-13,iOS,35,4387.97,True,True,True,175
BRWAA454736,2024-06-04,Feature Phone,45,2156.91,True,True,True,91
BRW71D54B70,2023-12-17,iOS,1,4155.79,False,False,False,20
BRW6002A3E6,2023-09-09,Android,17,1090.49,False,False,False,98
BRWC46572D6,2023-04-25,Android,29,1031.73,True,False,True,461
BRWB3A5DDDB,2024-04-16,Android,9,1522.5,False,True,False,40
BRW65F4986C,2023-03-28,Feature Phone,52,4674.26,True,False,True,447
BRW1887BD82,2023-06-29,Android,44,1173.81,False,False,True,104
BRW2B414C4E,2024-06-13,iOS,39,2108.89,False,False,True,474
BRW09E8222E,2023-07-25,Feature Phone,39,1415.05,False,False,False,224
BRW3C149D8E,2022-07-23,Feature Phone,54,1154.6,True,False,True,301
BRWD9BCC326,2023-08-14,Android,6,984.09,False,False,True,131
BRWA5A530E9,2024-03-25,iOS,38,1349.51,True,False,False,158
BRWE9C8398A,2023-05-03,Android,53,2560.87,True,False,True,412
BRW1BA131D5,2022-11-20,iOS,14,385.92,False,False,False,401
BRW57B5EB75,2023-04-14,iOS,52,1716.3,False,False,False,76
BRW11514F93,2023-12-22,Android,53,467.8,True,False,True,315
BRWE43F5B5E,2022-08-08,Android,4,3946.95,False,False,True,355
BRW6BFB0A7D,2024-03-25,iOS,30,2687.37,True,True,True,260
BRWA47DD57E,2024-04-01,Android,17,3520.08,True,False,False,396
BRWF5D08612,2024-04-20,Android,25,2402.6,True,False,False,288
BRW088F0435,2024-04-27,iOS,4,4795.01,True,False,True,351
BRWA8F61723,2024-04-26,iOS,25,1832.64,False,False,True,208
BRW339CCC99,2023-05-16,Android,19,4047.1,True,False,True,0
BRWC355316D,2022-06-08,Android,32,2756.59,False,False,True,215
BRW8E28A9CB,2023-04-02,iOS,6,1610.67,False,False,True,259
BRW5CA38770,2023-06-13,Android,60,2205.12,False,False,True,430
BRW69A6A56B,2024-07-13,Android,14,1839.57,False,True,True,476
BRWD0E44E04,2023-10-18,Android,29,2139.33,False,False,True,345
BRWF3AD9788,2024-02-13,iOS,15,2292.95,False,False,True,406
BRW1684ABBA,2022-11-22,iOS,20,3482.72,True,False,False,439
BRW97CC7FF5,2024-01-16,Android,21,4702.85,True,False,True,34
BRWCAFF1CB1,2024-03-02,Android,17,292.7,True,False,False,445
BRW9CF57EE7,2023-09-28,Android,37,2344.71,False,False,False,274
BRW884FB682,2022-08-23,Android,32,807.81,False,False,True,193
BRW6692B909,2024-07-31,iOS,2,1688.39,False,False,True,162
BRW8F4D495C,2023-12-01,iOS,43,3451.21,False,True,True,114
BRW08D6A9DD,2024-05-09,Android,29,2090.82,False,False,False,67
BRWD6569DB3,2023-06-18,Feature Phone,37,2022.47,True,False,True,3
BRW0EAF069E,2022-11-28,Android,30,1152.08,False,False,True,281
BRW945CAB4B,2022-06-30,Android,7,4881.56,True,False,False,417
BRW26CA5401,2023-08-21,Android,24,3393.18,True,False,False,244
BRW908A5BC2,2023-01-21,Android,33,2862.51,True,False,True,277
BRWF249C304,2023-04-29,iOS,18,1523.92,False,False,False,489
BRW68CF346E,2024-04-07,Android,32,2682.77,True,False,False,401
BRW86F994C6,2023-01-31,Feature Phone,4,3155.11,False,False,True,375
BRW6E629916,2022-07-03,Feature Phone,19,719.73,False,False,True,490
BRW61C883DA,2024-05-08,Android,22,2139.87,False,False,True,212
BRW4CC7633A,2022-11-20,Android,54,3899.5,False,False,False,460
BRW1F020493,2022-09-07,Android,13,549.5,False,False,False,393
BRWC92004F5,2024-07-11,Android,6,2485.86,True,False,True,8
BRW5600C473,2023-02-19,Feature Phone,56,2259.32,False,True,False,20
BRWC2B3AEC1,2023-08-10,iOS,43,2033.81,True,False,True,355
BRW73349EDB,2023-12-01,iOS,26,3008.11,True,False,True,297
BRWE8CB8A6F,2022-09-08,Android,3,2553.93,False,True,False,141
BRW23F38E65,2022-11-01,Feature Phone,30,1714.58,True,False,False,227
BRW3FE123A3,2023-09-17,Android,24,4189.51,True,False,True,227
BRW34F43DDE,2023-01-18,Android,20,4460.52,False,False,True,31
BRW8E0DC4BE,2022-08-31,iOS,45,275.43,False,False,True,138
BRW480C5DCA,2024-01-11,Android,18,3479.92,True,False,True,432
BRW9222A833,2024-01-20,Android,7,800.61,True,False,False,72
BRW9DBFAE8E,2023-07-21,Android,7,2614.79,False,False,True,123
BRW3705B977,2024-05-16,iOS,51,2425.38,False,False,False,130
BRW0736FB17,2023-12-07,iOS,20,4710.19,False,False,True,166
BRW8B08CC99,2023-12-20,Android,37,3552.69,True,False,True,9
BRWFE447ADA,2022-07-07,Android,15,4431.11,False,False,False,200
BRWDFDD5FA9,2024-01-02,Android,21,1304.18,False,False,False,122
BRW6A0298B6,2022-06-08,Android,50,4769.88,False,False,True,470
BRW804F270A,2023-03-16,Android,59,2199.79,True,False,True,496
BRW5B36ACC8,2024-05-03,Feature Phone,44,418.9,True,False,True,192
BRW4247F1B9,2022-09-02,Android,12,3606.72,False,False,True,219
BRW83381439,2023-06-30,iOS,19,1847.47,False,False,True,286
BRWCE7B595B,2023-06-07,Feature Phone,14,4091.04,True,False,True,38
BRW877E84BF,2022-11-29,Android,18,913.69,False,False,True,49
BRW851B2FF2,2023-11-21,Feature Phone,43,489.73,True,False,False,34
BRW2E214AF1,2022-11-07,Android,41,3971.89,False,False,True,232
BRW796F9339,2022-12-29,Android,43,1992.91,False,False,False,409
BRW14DFA47A,2023-10-31,Android,38,3933.76,False,False,True,380
BRWC943A16D,2023-09-16,Android,60,3735.73,False,False,True,52
BRW394F1463,2022-06-23,Android,54,1609.31,True,False,False,172
BRW92266966,2024-02-14,Feature Phone,47,130.49,False,False,True,40
BRWF99E084C,2022-12-15,Feature Phone,60,214.27,False,False,False,374
BRW2180EC9F,2023-04-24,Android,45,4595.2,False,False,False,318
BRWD1B41F75,2024-05-24,Android,8,928.44,True,False,True,46
BRWA2ED3B30,2023-01-27,iOS,47,1092.97,True,False,False,438
BRWFE5D096C,2022-09-20,Android,47,1029.89,False,True,True,413
BRWB8D74D8A,2024-03-05,Feature Phone,6,481.72,False,False,True,482
BRW8E0CE53B,2022-12-29,iOS,55,4171.2,False,False,True,92
BRWA40A0A27,2024-06-30,Feature Phone,60,1135.38,False,False,True,473
BRW8BC56FF1,2022-11-03,Android,7,475.33,False,True,True,110
BRWAF3BA710,2024-04-09,iOS,32,2462.14,False,False,True,307
BRW17D62396,2024-03-30,iOS,12,2629.74,False,True,False,287
BRW9C1EE42D,2023-08-07,iOS,1,892.44,False,False,True,287
BRWE557EB59,2023-12-30,Android,58,3353.06,False,True,True,120
BRWA37DC4BC,2022-12-26,iOS,59,4985.02,False,False,True,277
BRWB6F87E99,2023-02-10,Feature Phone,23,2576.9,False,False,True,396
BRWE231482B,2023-09-06,Android,60,4118.93,True,True,True,253
BRW321EABD9,2024-01-04,Android,17,1490.17,True,False,True,176
BRWF1898BDA,2024-01-10,Android,40,3636.06,True,False,False,484
BRWE238987D,2024-08-08,Android,43,3885.25,True,False,True,248
BRW01F1D940,2023-06-17,Android,9,4000.73,False,False,False,283
BRW4C150ABE,2024-01-18,Android,5,1575.75,True,False,False,417
BRWEFF48642,2022-12-30,iOS,12,3272.49,False,True,False,200
BRW9021A606,2023-06-01,iOS,24,2141.24,False,False,True,399
BRW3C1FB260,2023-02-08,iOS,34,4266.5,False,False,True,215
BRWA0948DA8,2023-09-09,Android,56,4229.72,False,False,True,111
BRWCCAAB263,2023-02-22,Android,28,385.21,False,True,True,426
BRWCFCE8696,2024-01-29,Android,51,525.7,False,False,True,191
BRW3CC7C855,2023-11-14,iOS,59,2968.01,False,False,False,179
BRW4002430E,2023-09-25,Android,30,311.94,True,False,True,90
BRWA60E3BAA,2022-11-18,iOS,52,3238.27,False,False,True,193
BRW713F0D26,2023-05-26,Android,54,1824.38,True,False,False,185
BRWBC2BAF99,2022-06-24,Android,19,1514.65,True,False,True,263
BRW09375D45,2023-03-22,Android,44,3594.52,True,False,True,253
BRW8391D1E7,2023-03-19,Android,47,1649.48,True,False,True,109
BRWE8295474,2023-08-19,Android,43,158.24,True,False,False,482
BRW159A611E,2023-01-26,Android,3,1181.68,True,False,False,17
BRW154D495D,2023-09-20,Android,27,2244.18,False,False,True,3
BRW67396814,2024-01-02,iOS,29,363.06,True,False,True,498
BRW83CC88C1,2024-04-19,iOS,13,1053.97,False,False,False,116
BRW9516D68C,2024-07-04,Android,49,2402.64,True,False,False,318
BRWA313E67C,2023-08-07,iOS,6,2554.84,False,False,True,390
BRWBC6D4706,2022-10-27,Android,7,4148.47,True,False,True,163
BRWE1859BFF,2022-11-03,Android,57,929.19,False,True,False,404
BRW82DE9A16,2023-11-15,iOS,40,4592.22,False,False,True,214
BRWF7E6C023,2022-10-23,Feature Phone,23,4211.33,True,False,True,265
BRWD8CAAC28,2023-08-04,Android,32,947.61,True,False,True,40
BRW47FA421C,2024-08-08,Android,5,1485.76,True,False,False,55
BRWE788AEAC,2023-12-15,Feature Phone,52,2565.11,False,False,False,488
BRW08B1E8A7,2024-07-06,Feature Phone,49,1048.46,True,False,True,275
BRW1F33B3CB,2023-12-26,iOS,29,2133.27,True,False,False,221
BRWE158B4F1,2023-01-25,Android,46,611.68,False,False,True,275
BRW7BDCEE58,2024-07-17,Android,17,2415.32,True,False,True,56
BRWD5CDD15B,2023-04-15,iOS,50,2291.05,True,False,False,304
BRWCCBA7192,2022-12-24,Android,44,3287.64,False,True,True,126
BRW0C789E62,2022-12-12,Android,32,605.36,True,True,True,479
BRW7F05D2B5,2024-07-21,Android,14,2250.78,False,False,True,359
BRW40FEAF87,2022-06-21,Android,6,1327.38,False,False,True,462
BRWD414FEB4,2023-07-29,Android,25,1423.1,True,False,False,471
BRWD9A44028,2022-07-04,Android,8,4459.96,False,False,True,133
BRW9E22FC9A,2024-06-06,Feature Phone,18,283.64,True,False,False,499
BRWBAB939D3,2024-05-02,Android,31,2994.15,False,False,True,2
BRW5548AC16,2022-08-10,iOS,25,3610.94,False,False,False,293
BRWE83A902C,2022-12-27,iOS,36,3729.3,False,False,False,198
BRWE4B56D59,2024-03-15,iOS,55,3912.66,False,False,True,21
BRWF515A27A,2024-06-01,Feature Phone,31,3706.31,False,False,False,416
BRW4801DFDB,2022-06-17,Android,57,3671.73,False,False,False,124
BRW2A614C32,2023-11-15,Android,0,629.82,False,False,True,2
BRWDE35EFD9,2023-11-02,iOS,5,3086.77,False,False,False,193
BRWF4EF5007,2023-02-23,iOS,30,1500.95,True,False,False,98
BRW35B3FEAC,2024-06-14,iOS,11,808.28,False,False,True,156
BRW07555F39,2024-03-26,Android,47,2659.64,False,False,True,284
BRWE210C9C4,2022-06-12,iOS,57,1934.22,True,False,True,14
BRW8A45A21B,2022-10-09,Android,36,3704.58,True,False,True,231
BRW0CC26802,2022-09-05,Feature Phone,55,960.3,False,False,True,263
BRW525962AA,2022-08-01,iOS,15,4560.68,False,False,False,311
BRWA5278636,2022-11-08,Android,55,1551.71,True,False,True,310
BRW3B03D2CE,2024-07-28,Android,31,1192.14,False,False,False,161
BRW8E261EED,2022-09-20,Android,9,158.37,True,False,True,292
BRW45EBCE41,2024-04-26,Android,59,333.67,True,False,True,137
BRW7A424062,2023-10-21,iOS,14,926.91,False,False,True,432
BRWDD080942,2024-06-16,Feature Phone,29,2718.92,False,True,True,5
BRW27C1D6F4,2024-02-21,iOS,17,4929.13,True,False,True,435
BRW8B2D2880,2023-06-06,Android,2,2250.19,False,False,False,389
BRW9C2BFB62,2022-06-08,Android,45,3678.16,True,False,False,136
BRWBC47D2ED,2024-04-28,iOS,37,693.67,True,False,True,262
BRW65048A8D,2023-06-15,Android,51,2480.84,True,False,True,0
BRW1273EB0C,2024-07-11,Feature Phone,17,4887.19,True,True,False,260
BRW69328051,2022-10-18,Android,18,652.18,False,False,False,295
BRW814466E0,2023-06-17,Android,1,723.02,True,False,True,497
BRW2A370025,2024-07-11,iOS,13,2888.53,False,False,False,161
BRW376B371A,2023-11-02,Feature Phone,18,4907.15,False,False,True,51
BRW3A95E88E,2024-05-31,Android,59,4060.28,True,False,True,389
BRW8032599F,2022-08-26,Android,54,2945.58,True,False,True,168
BRW7C43EB67,2024-02-16,Android,41,1556.16,False,False,False,474
BRWAE473B7D,2024-04-08,Android,51,1537.16,False,False,True,61
BRWDD8F87F0,2024-05-29,iOS,41,1592.87,False,False,True,483
BRWC5C61973,2024-02-11,iOS,55,524.79,True,True,True,417
BRWCBC3C859,2024-04-02,iOS,53,3781.29,True,False,False,374
BRW3D70EB89,2022-09-25,iOS,44,2284.77,True,False,True,473
BRW5BCF293F,2022-06-02,Feature Phone,19,3403.9,False,False,True,14
BRWB8584338,2023-07-22,Android,22,1964.15,True,False,False,315
BRWC4B53247,2023-12-13,Android,11,3557.13,True,False,True,353
BRW1454520A,2024-04-15,Android,13,3088.52,True,False,False,64
BRW249A5BD5,2022-07-23,iOS,40,1645.48,True,False,True,366
BRW6CAE74D2,2022-09-05,Feature Phone,27,2278.92,False,False,True,418
BRW2ED3B49C,2024-02-22,Android,17,3555.02,True,True,False,230
BRWD92D930D,2022-10-12,Android,12,1315.55,False,False,False,232
BRWE32EB5C8,2022-07-15,Android,12,180.09,False,False,True,493
BRW8537F5F4,2023-12-17,iOS,52,667.57,True,False,True,344
BRW693D929D,2022-10-18,iOS,9,2761.26,True,True,True,206
BRW008BB272,2024-07-08,Android,55,2011.84,False,False,True,31
BRWA4886D93,2022-09-11,Android,27,3767.51,True,False,True,265
BRWFBE9DE76,2022-09-26,Android,1,2096.61,True,False,False,278
BRW77985A9A,2022-12-08,iOS,35,418.41,False,False,True,380
BRW1CCBBD7D,2023-08-19,Android,49,2359.09,True,False,False,87
BRW2D0E8589,2023-07-15,Android,6,1636.72,True,False,False,115
BRWDF4DD122,2022-12-14,Android,52,1121.08,False,False,False,258
BRWD349CC45,2023-11-05,iOS,13,677.62,False,False,False,25
BRW411F392A,2023-10-29,Android,9,312.11,True,False,False,4
BRW4EC79FE4,2022-12-11,Android,3,1769.41,False,False,False,416
BRW212DC79B,2023-06-09,Android,52,2406.98,True,False,False,176
BRWC33C9B0C,2022-07-06,Android,56,1553.62,False,False,False,443
BRWAF56C8E8,2024-05-22,Feature Phone,36,3686.79,False,False,True,190
BRW09E3D8CF,2023-03-14,Android,17,4709.02,True,False,True,427
BRW3C8C8CE8,2022-09-09,iOS,56,3514.62,False,False,False,462
BRWA80C93AC,2023-03-04,Feature Phone,11,4214.35,True,False,True,341
BRW090C158E,2023-10-26,Feature Phone,55,1549.95,True,False,False,307
BRWD398D10F,2023-07-26,iOS,0,4275.56,False,False,False,11
BRW2DB3B4B7,2024-01-03,Feature Phone,55,1590.49,True,False,True,145
BRW35F49CCA,2022-08-08,Feature Phone,12,2777.02,False,False,False,6
BRWCC211992,2024-06-08,Feature Phone,46,4199.11,False,False,True,61
BRW93FEF1A8,2023-10-30,Android,56,1483.47,True,False,False,222
BRWFC9A5356,2023-06-21,Android,57,4207.19,True,False,True,113
BRWD9198550,2022-06-01,Android,43,1547.49,False,False,True,436
BRW19A4E90E,2022-07-12,Android,25,4127.76,True,False,False,428
BRW9A2EF842,2024-07-14,Android,25,2878.05,False,False,True,372
BRW2A66B2A8,2023-08-28,Feature Phone,21,3133.24,False,False,True,347
BRW64B67748,2024-02-21,Android,9,1905.88,False,False,False,336
BRWED1CDD85,2023-07-08,Android,52,4446.68,False,False,False,384
BRW6781A677,2023-04-20,Feature Phone,25,1618.7,True,False,True,260
BRW37D7E5A7,2023-07-07,Android,7,512.74,True,False,True,199
BRW090EEB9E,2024-02-04,Android,56,4849.33,True,False,True,79
BRW93E71DCE,2023-01-19,Android,12,2173.17,False,False,True,176
BRW7283C96C,2023-07-31,Android,33,1110.39,False,False,True,322
BRW9EEB5CD2,2023-03-24,Android,47,1157.48,False,False,False,59
BRW250C2A8C,2022-07-25,Feature Phone,60,2735.1,True,False,False,188
BRWEEAFD152,2023-01-06,Android,21,279.07,True,False,False,497
BRW9D34F720,2022-09-11,Android,47,4055.92,False,False,False,453
BRW5A2EF648,2023-12-06,Android,40,371.36,False,True,False,195
BRW5CE53881,2023-04-05,Android,54,2520.62,True,False,False,438
BRW1F04335F,2023-09-06,Feature Phone,19,2202.59,False,False,True,450
BRW505A202D,2022-12-25,iOS,56,1487.21,False,False,True,255
BRWCAA977D9,2022-09-09,Feature Phone,40,794.47,False,False,False,172
BRWF2482978,2023-08-20,Android,14,4999.99,True,False,False,22
BRW36941BF5,2023-10-14,Feature Phone,31,3434.96,False,False,False,211
BRWDB21DAA4,2023-06-18,iOS,26,468.38,True,False,True,354
BRWCBCC51C6,2024-07-01,Feature Phone,30,3180.75,True,True,True,202
BRW89D33F9C,2022-09-21,Feature Phone,42,3731.04,True,False,False,298
BRW97265515,2024-05-23,Android,59,1762.83,True,False,True,44
BRW09F02DDD,2023-09-10,Android,34,3617.18,True,True,False,325
BRW9DE2A7E7,2022-08-14,Android,38,4533.7,True,False,True,36
BRWF174FAB3,2023-12-28,Android,33,3225.25,True,False,True,122
BRWA93BAB4B,2024-07-06,Android,25,3844.64,False,True,True,127
BRW9DB16E8F,2024-03-24,Feature Phone,42,297.37,False,True,True,278
BRW63011B91,2024-04-24,Android,25,2886.4,False,False,False,486
BRW34B432B4,2024-02-10,Android,47,2902.81,True,False,True,277
BRW0BC08BC5,2024-01-24,Android,22,2686.8,True,False,False,477
BRW360BE916,2023-02-20,Android,18,3871.99,True,False,True,325
BRW1A10059F,2024-03-19,Feature Phone,6,1085.93,True,False,True,178
BRW7EBDC24D,2022-12-16,Android,26,531.93,False,False,False,148
BRW30FDB55F,2023-11-10,iOS,32,2853.34,True,False,True,134
BRW0E1AAC17,2024-04-27,Android,45,3586.69,True,False,True,369
BRW84F61CA7,2022-07-25,Android,48,2990.43,False,True,True,307
BRWDABD10C7,2024-02-03,iOS,29,2883.59,True,False,False,424
BRW86CE734D,2023-02-25,iOS,21,3958.46,False,False,False,11
BRWC4D9FC40,2023-05-17,Feature Phone,28,4543.43,True,True,True,382
BRW5E5E3C4F,2024-02-05,Android,25,467.22,True,False,False,327
BRW7F3533B8,2023-11-13,Android,18,1902.05,False,False,True,24
BRW9D728C4B,2023-06-03,Android,33,4591.38,True,False,False,222
BRWBD34DA16,2023-01-21,Feature Phone,29,1287.52,False,False,False,427
BRW1C44D5D7,2023-05-27,Android,40,1324.46,False,False,True,374
BRW86CE965E,2024-06-16,Android,3,3987.31,True,True,False,138
BRWE5DCA157,2022-12-27,Android,54,2199.19,False,False,True,94
BRW5F7F0FE7,2022-10-05,Feature Phone,16,4092.86,True,False,True,407
BRW0CA91807,2022-11-25,Android,20,2488.29,False,False,True,273
BRWF5DBDEE8,2023-08-10,Android,32,1016.07,False,False,False,339
BRW0E1073A8,2023-11-06,Android,9,4916.74,True,False,False,450
BRWA03B83BF,2024-07-21,Android,7,3410.72,True,False,False,28
BRWA29739F5,2023-10-03,Android,49,4804.68,False,True,True,238
BRW0FD12016,2023-04-10,Android,41,4559.88,False,False,True,186
BRW0CB6F060,2024-04-01,Feature Phone,58,447.94,False,True,False,449
BRWD561C424,2024-03-27,Android,27,1112.76,True,False,False,8
BRW64B046F5,2024-07-08,iOS,5,4235.62,False,False,True,11
BRW9E25FC9E,2023-01-20,Feature Phone,31,881.73,False,False,False,20
BRW1995B6E1,2023-12-08,Android,38,4895.21,True,True,False,139
BRWC8043163,2022-10-10,Android,9,2587.33,False,False,False,140
BRW5504E88B,2022-10-18,Android,60,2816.94,False,False,False,337
BRW6B103E74,2023-08-16,Android,35,3699.64,False,True,True,159
BRW8E2C2004,2023-02-08,Android,31,2797.02,False,False,False,380
BRW4384DE0D,2024-04-28,Feature Phone,24,1954.79,False,False,False,204
BRW59F55FE7,2023-11-26,Android,13,366.84,True,False,True,122
BRW3EF419FB,2023-10-31,Feature Phone,50,2521.17,False,False,True,259
BRW01322D63,2024-04-10,Android,33,2639.25,True,False,True,136
BRW4C4CDBFD,2024-06-22,iOS,49,1807.07,True,False,False,276
BRW83955C5F,2023-10-04,Android,11,577.64,False,False,True,178
BRW3EF29D7F,2024-08-03,Android,50,2330.7,False,False,True,261
BRWC8EB15CF,2024-01-26,Android,0,4398.13,False,False,False,466
