loan_id,borrower_id,disbursement_date,loan_amount_ngn,loan_term_days,interest_rate_pct,credit_score_at_approval,approval_threshold_override,status,due_date
LNAEBDC80E,BRW40961E40,2022-06-05,145551,7,21.02,302,False,repaid,2022-06-12
LN997851CC,BRWD73B7BC8,2024-01-07,90092,30,27.22,306,True,repaid,2024-02-06
LN84B90CB7,BRWAC5CCB77,2024-05-28,19780,14,32.71,623,False,defaulted,2024-06-11
LNCDECD1FE,BRWCEADCEF5,2022-11-21,27912,7,28.01,483,False,repaid,2022-11-28
LNFF6B3EEE,BRW37A335B2,2024-01-19,9651,30,39.95,515,False,repaid,2024-02-18
LN9C668F4C,BRW37A335B2,2024-09-07,25349,14,18.77,300,False,repaid,2024-09-21
LN38B2D4C4,BRW6267E7AF,2023-11-30,365263,30,27.64,305,False,repaid,2023-12-30
LNA4F18439,BRW6267E7AF,2024-08-05,217887,60,46.83,665,False,active,2024-10-04
LNEC9F51E8,BRWE0DA5ACB,2023-12-04,10141,30,34.75,561,True,repaid,2024-01-03
LN08A80739,BRWC453A34E,2022-06-02,40691,30,36.57,762,False,repaid,2022-07-02
LNA79FF6B6,BRWFDA70417,2023-02-10,154431,30,35.63,784,True,repaid,2023-03-12
LNA71D12CC,BRWFDA70417,2024-09-26,25413,60,25.46,582,False,active,2024-11-25
LN86B77ECE,BRWB3B7C882,2024-05-29,16679,30,22.81,514,False,repaid,2024-06-28
LN9D16B7E4,BRWB3B7C882,2024-06-26,394903,60,47.16,708,False,repaid,2024-08-25
LNE8BB8A3A,BRWB3B7C882,2024-07-01,34151,7,28.14,701,True,repaid,2024-07-08
LN845E1682,BRW06371C55,2023-06-27,104172,14,19.66,650,False,repaid,2023-07-11
LN093DD39C,BRW06371C55,2022-12-12,128639,30,40.86,815,False,repaid,2023-01-11
LN3C194CE8,BRW06371C55,2023-08-17,453215,30,21.52,343,False,written_off,2023-09-16
LNF0FD34FE,BRW7B71043A,2022-09-03,46235,30,42.32,504,False,repaid,2022-10-03
LNE6C2057F,BRW7B71043A,2023-06-23,190802,14,25.23,348,False,repaid,2023-07-07
LN128EB9DB,BRW246324C3,2022-09-23,354806,30,36.02,462,False,repaid,2022-10-23
LN5397A7B4,BRW246324C3,2023-09-25,36198,60,46.76,585,True,repaid,2023-11-24
LNDCF683AF,BRW4B41E67D,2023-11-27,49493,60,42.69,365,False,repaid,2024-01-26
LNFBE695F5,BRWF1E16999,2024-06-16,160422,14,25.45,717,False,repaid,2024-06-30
LN419A962A,BRWF1E16999,2024-05-20,29636,60,40.2,313,False,repaid,2024-07-19
LN6F53E98F,BRW3D507AEA,2022-10-11,41406,30,19.56,697,False,written_off,2022-11-10
LN276CA883,BRWE1FC4493,2023-07-11,33440,30,37.0,843,False,repaid,2023-08-10
LN7CEDC710,BRWACB8CA98,2022-06-09,81637,30,19.76,344,False,repaid,2022-07-09
LNA1ABE777,BRW88EF5D50,2024-03-16,85457,7,46.28,647,False,repaid,2024-03-23
LN87A5EDE7,BRW88EF5D50,2024-07-15,146120,30,34.0,491,False,defaulted,2024-08-14
LNC17AB33F,BRW0F96D28E,2023-09-18,37309,30,22.11,579,False,repaid,2023-10-18
LN5078253E,BRW5CC2510A,2024-07-05,349587,30,18.49,530,False,repaid,2024-08-04
LNF61D3675,BRWAA454736,2024-06-05,30512,30,40.86,590,False,repaid,2024-07-05
LNB21DBBE2,BRWAA454736,2023-07-13,15282,90,29.4,805,False,written_off,2023-10-11
LN76828A15,BRW71D54B70,2024-09-09,32525,30,43.91,331,False,active,2024-10-09
LNA7766ADE,BRW6002A3E6,2023-08-06,31614,90,20.13,364,False,repaid,2023-11-04
LNBDA514AF,BRWC46572D6,2024-04-28,33915,7,35.16,396,True,defaulted,2024-05-05
LND21521E5,BRWC46572D6,2023-06-18,21754,14,19.7,634,False,repaid,2023-07-02
LNE035C74D,BRWC46572D6,2023-06-20,106045,90,32.03,627,False,repaid,2023-09-18
LNB7F36D83,BRWB3A5DDDB,2024-06-10,70959,30,46.1,844,False,repaid,2024-07-10
LNF8DF2384,BRW65F4986C,2023-07-20,136534,30,36.22,540,False,repaid,2023-08-19
LND021D71B,BRW65F4986C,2023-02-26,41671,30,41.16,307,False,repaid,2023-03-28
LN820CF330,BRW1887BD82,2024-07-03,36067,60,18.77,306,False,defaulted,2024-09-01
LNCC16AF85,BRW1887BD82,2023-06-04,106889,30,32.37,447,False,repaid,2023-07-04
LN828D6C9F,BRW1887BD82,2024-08-14,18784,60,22.0,340,False,active,2024-10-13
LND9FA0CF7,BRW2B414C4E,2022-11-15,35158,60,45.99,749,False,repaid,2023-01-14
LN8F58C5C4,BRW09E8222E,2024-06-08,27160,30,18.0,486,True,written_off,2024-07-08
LNDDE0DC3E,BRW3C149D8E,2022-12-11,16481,14,20.12,517,False,repaid,2022-12-25
LN57370180,BRWD9BCC326,2022-10-31,176687,90,28.26,386,False,repaid,2023-01-29
LNFDF7C37A,BRWD9BCC326,2023-07-04,134832,7,21.73,371,False,repaid,2023-07-11
LNFDAAD4F0,BRWA5A530E9,2024-09-30,114450,30,36.76,488,False,active,2024-10-30
LN4D00F9DF,BRWE9C8398A,2022-10-10,35634,30,39.0,377,False,repaid,2022-11-09
LN2A152ED1,BRWE9C8398A,2022-07-05,31332,90,19.57,753,True,repaid,2022-10-03
LNFF52E53D,BRW1BA131D5,2022-07-06,94425,30,37.21,438,False,written_off,2022-08-05
LN107597C1,BRW57B5EB75,2023-04-01,13668,60,33.19,744,False,repaid,2023-05-31
LN5A753AED,BRW57B5EB75,2023-08-13,498412,30,39.2,740,False,defaulted,2023-09-12
LN8C3142AA,BRW11514F93,2023-11-03,337559,60,27.45,372,True,repaid,2024-01-02
LN450F7A3E,BRWE43F5B5E,2024-01-22,107040,14,20.32,584,False,repaid,2024-02-05
LNFFABD818,BRW6BFB0A7D,2024-05-24,7253,30,24.23,588,False,repaid,2024-06-23
LN50DA03A3,BRW6BFB0A7D,2024-09-21,33607,30,29.43,527,False,active,2024-10-21
LNF35B5EB6,BRWA47DD57E,2022-11-08,189898,60,45.98,406,False,repaid,2023-01-07
LN0F67F143,BRWF5D08612,2022-06-17,9799,7,35.75,467,False,repaid,2022-06-24
LND4662FC4,BRW088F0435,2023-04-08,24672,90,19.93,772,False,repaid,2023-07-07
LN4A348D98,BRWA8F61723,2023-10-27,13438,30,47.18,794,True,repaid,2023-11-26
LNB93D1CBF,BRW339CCC99,2023-07-03,70195,30,27.18,561,False,repaid,2023-08-02
LN6764A466,BRWC355316D,2024-01-10,152608,30,36.71,632,False,repaid,2024-02-09
LNFF3452EF,BRWC355316D,2024-01-02,30350,60,31.34,303,False,repaid,2024-03-02
LNF5ADF090,BRW8E28A9CB,2024-09-01,40586,14,28.69,693,False,defaulted,2024-09-15
LN77251E2D,BRW5CA38770,2023-09-04,31630,60,40.55,835,False,repaid,2023-11-03
LNA71D32A6,BRW69A6A56B,2023-10-19,16281,30,31.39,305,True,repaid,2023-11-18
LN71747E01,BRWD0E44E04,2024-09-06,84811,30,25.66,665,False,active,2024-10-06
LNF99E1661,BRWF3AD9788,2022-11-27,118161,90,43.0,783,False,written_off,2023-02-25
LN2DC28418,BRW1684ABBA,2023-07-22,54454,90,39.91,625,False,repaid,2023-10-20
LN5C5AA26B,BRW97CC7FF5,2023-02-07,7987,30,23.2,517,False,repaid,2023-03-09
LN3E93D186,BRWCAFF1CB1,2023-05-07,40425,60,38.04,584,False,repaid,2023-07-06
LNCEDD12B9,BRWCAFF1CB1,2022-06-13,67358,30,47.7,798,False,repaid,2022-07-13
LN40FE2F5F,BRW9CF57EE7,2022-09-21,30509,14,28.62,625,False,repaid,2022-10-05
LNA4F1E5A5,BRW9CF57EE7,2024-07-28,467093,30,37.17,314,False,repaid,2024-08-27
LNEC3F0895,BRW884FB682,2023-02-13,27071,60,25.53,742,True,repaid,2023-04-14
LN2D5DF404,BRW6692B909,2024-09-06,385480,90,43.25,443,True,active,2024-12-05
LN4649BEBF,BRW8F4D495C,2022-12-13,15064,60,33.98,750,False,repaid,2023-02-11
LNFD7224AA,BRW08D6A9DD,2024-02-15,12450,30,38.6,735,False,repaid,2024-03-16
LN95C31E9F,BRWD6569DB3,2022-12-24,83853,7,42.18,832,False,repaid,2022-12-31
LNABB1909E,BRWD6569DB3,2023-03-11,91727,14,18.93,525,False,repaid,2023-03-25
LN9FC26F26,BRW0EAF069E,2024-06-09,45809,30,20.96,792,False,repaid,2024-07-09
LNC001FD8C,BRW0EAF069E,2023-08-29,5163,14,38.44,518,False,repaid,2023-09-12
LNDEC01EF4,BRW945CAB4B,2024-09-09,10919,30,42.7,601,False,active,2024-10-09
LNAF522D13,BRW26CA5401,2023-12-29,212271,30,22.33,456,True,repaid,2024-01-28
LN37FEE972,BRW26CA5401,2024-03-31,214143,30,35.2,475,True,repaid,2024-04-30
LN5B868A05,BRW908A5BC2,2024-09-10,132932,60,26.42,758,True,active,2024-11-09
LN757CE5CB,BRWF249C304,2023-09-01,22005,30,20.32,621,False,repaid,2023-10-01
LN111CA7B4,BRW68CF346E,2023-12-10,60432,30,19.94,773,False,repaid,2024-01-09
LN31A9258B,BRW68CF346E,2023-10-19,41557,30,24.3,699,False,repaid,2023-11-18
LNDF80ED40,BRW86F994C6,2023-11-07,187659,30,22.53,317,False,repaid,2023-12-07
LN3C197E97,BRW6E629916,2024-04-28,57303,14,41.67,402,False,repaid,2024-05-12
LN156AE497,BRW6E629916,2023-11-18,75767,30,45.46,327,False,repaid,2023-12-18
LNEE588096,BRW61C883DA,2024-07-18,44058,60,35.68,435,False,repaid,2024-09-16
LNB54D2F0F,BRW4CC7633A,2023-12-19,344128,30,37.84,823,False,repaid,2024-01-18
LNBFD0EB82,BRW1F020493,2023-09-09,20899,90,43.87,635,False,repaid,2023-12-08
LN50082F10,BRW1F020493,2024-08-10,19764,60,25.08,756,True,active,2024-10-09
LN767FB0A1,BRWC92004F5,2022-11-22,48135,60,41.03,648,False,repaid,2023-01-21
LNCDB41F5C,BRW5600C473,2022-07-04,47186,30,26.4,527,False,repaid,2022-08-03
LNA7DACB7A,BRWC2B3AEC1,2023-06-12,254878,90,46.53,618,True,repaid,2023-09-10
LN45309F77,BRW73349EDB,2024-05-19,109460,14,21.41,503,False,repaid,2024-06-02
LNFEF813A5,BRW73349EDB,2024-03-04,69569,60,31.39,748,False,repaid,2024-05-03
LNC6052553,BRWE8CB8A6F,2022-10-24,24828,14,35.24,598,False,repaid,2022-11-07
LNABC015A4,BRW23F38E65,2024-07-19,162008,90,36.39,367,False,active,2024-10-17
LNE917571C,BRW3FE123A3,2024-07-16,48378,30,22.81,810,False,repaid,2024-08-15
LN371677F2,BRW34F43DDE,2024-04-16,33782,14,42.9,513,False,repaid,2024-04-30
LNC93819CB,BRW34F43DDE,2023-05-06,285815,30,29.28,532,False,repaid,2023-06-05
LN8EF4BBBA,BRW34F43DDE,2024-06-24,41044,30,24.22,743,False,defaulted,2024-07-24
LN7E87A4C0,BRW8E0DC4BE,2023-06-29,151916,60,34.34,653,False,repaid,2023-08-28
LN8034E647,BRW480C5DCA,2024-03-04,44961,30,44.93,303,False,repaid,2024-04-03
LN3FBFD41E,BRW480C5DCA,2022-08-18,156035,30,41.63,593,False,repaid,2022-09-17
LNEBCC5AEE,BRW9222A833,2023-03-08,65355,60,26.63,508,False,repaid,2023-05-07
LN39BE0A6E,BRW9DBFAE8E,2022-10-10,13216,30,18.86,547,False,repaid,2022-11-09
LN17670EA1,BRW9DBFAE8E,2022-11-03,141195,30,34.73,693,False,repaid,2022-12-03
LN60B1BD61,BRW3705B977,2023-06-22,13068,30,40.4,379,True,repaid,2023-07-22
LN0EA1F96F,BRW0736FB17,2023-03-12,7101,14,19.19,525,False,repaid,2023-03-26
LNF18C7134,BRW0736FB17,2022-12-31,195157,60,20.81,799,False,repaid,2023-03-01
LN1601869D,BRW0736FB17,2023-09-07,26456,30,36.5,713,False,repaid,2023-10-07
LNE6D92551,BRW8B08CC99,2024-08-04,170042,90,44.06,669,False,active,2024-11-02
LN41C8596C,BRWFE447ADA,2022-07-24,114575,14,41.47,688,False,repaid,2022-08-07
LN17620940,BRWDFDD5FA9,2024-03-20,137781,30,31.16,461,False,repaid,2024-04-19
LNB205B1E8,BRW6A0298B6,2023-02-25,24571,60,42.05,631,True,repaid,2023-04-26
LNCE37D7DA,BRW6A0298B6,2023-05-18,351283,7,22.22,561,False,repaid,2023-05-25
LN01F089EA,BRW6A0298B6,2023-11-29,19987,90,45.75,546,False,repaid,2024-02-27
LNEEAA9806,BRW804F270A,2024-06-18,10484,60,41.45,502,True,defaulted,2024-08-17
LN64E1C659,BRW5B36ACC8,2023-11-12,25762,30,26.56,308,False,repaid,2023-12-12
LNA7DFE02E,BRW4247F1B9,2024-03-28,11210,30,19.79,841,False,repaid,2024-04-27
LN84C5B4BE,BRW83381439,2023-12-01,20938,30,25.51,386,False,repaid,2023-12-31
LNBC567E7E,BRW83381439,2023-08-18,254466,30,34.46,315,False,repaid,2023-09-17
LN8577A412,BRWCE7B595B,2024-02-20,46344,60,19.59,431,True,repaid,2024-04-20
LN327AE841,BRW877E84BF,2024-03-29,14357,60,39.2,373,False,repaid,2024-05-28
LNF6B7A7F1,BRW877E84BF,2022-12-18,7178,7,28.06,489,False,repaid,2022-12-25
LN355B2E67,BRW851B2FF2,2023-05-10,6236,90,18.82,397,False,repaid,2023-08-08
LN60135881,BRW851B2FF2,2023-07-24,11756,30,30.05,445,True,repaid,2023-08-23
LN12F25A80,BRW2E214AF1,2022-12-28,39033,60,44.07,439,False,defaulted,2023-02-26
LN9650D4A5,BRW2E214AF1,2024-01-23,48570,14,36.42,443,False,written_off,2024-02-06
LNA3566B1B,BRW2E214AF1,2022-07-18,12462,90,24.83,514,False,repaid,2022-10-16
LNFF4673B3,BRW796F9339,2022-12-03,12650,30,38.38,560,False,repaid,2023-01-02
LN4DFD2683,BRW14DFA47A,2023-01-08,154787,30,18.15,605,False,repaid,2023-02-07
LN1CF37097,BRWC943A16D,2023-11-07,120156,30,37.1,665,False,repaid,2023-12-07
LN7101CB81,BRW394F1463,2024-09-18,48376,14,43.05,783,False,active,2024-10-02
LN2E9B37ED,BRW92266966,2024-05-05,155981,14,29.7,367,True,repaid,2024-05-19
LNCD8D3E76,BRWF99E084C,2024-08-15,183929,14,32.18,726,False,repaid,2024-08-29
LNC87437F0,BRW2180EC9F,2023-01-11,43116,14,45.71,752,False,repaid,2023-01-25
LN77299392,BRW2180EC9F,2023-07-09,25826,30,40.98,717,False,repaid,2023-08-08
LN0253589A,BRW2180EC9F,2023-12-17,21373,90,26.93,697,False,repaid,2024-03-16
LN3C6FE02A,BRWD1B41F75,2022-08-23,159668,14,37.78,529,False,repaid,2022-09-06
LNCCA54CAE,BRWA2ED3B30,2023-05-03,33125,30,26.88,403,False,repaid,2023-06-02
LNF07752F1,BRWFE5D096C,2024-03-16,44873,14,33.0,662,False,repaid,2024-03-30
LNCB14CC1E,BRWB8D74D8A,2024-08-09,17893,30,19.77,323,False,defaulted,2024-09-08
LN6B9A04DD,BRW8E0CE53B,2024-08-02,5266,60,45.12,733,False,active,2024-10-01
LND90F3DA7,BRW8E0CE53B,2022-06-20,151345,30,41.51,420,False,defaulted,2022-07-20
LNB1002D62,BRWA40A0A27,2023-04-01,33968,60,47.74,584,False,repaid,2023-05-31
LNC6FCDBB4,BRWA40A0A27,2024-03-10,24433,14,40.44,495,False,repaid,2024-03-24
LNBA14389D,BRW8BC56FF1,2024-09-03,24698,30,47.8,568,False,active,2024-10-03
LN086C812B,BRW8BC56FF1,2022-09-21,150472,14,38.17,390,False,repaid,2022-10-05
LN632A2D0E,BRWAF3BA710,2023-12-16,26537,14,41.2,698,True,repaid,2023-12-30
LN4BD2FB99,BRW17D62396,2023-07-16,198816,60,26.17,334,False,defaulted,2023-09-14
LN262E2681,BRW9C1EE42D,2023-10-01,307542,90,34.9,580,False,defaulted,2023-12-30
LNEDD9A3D5,BRWE557EB59,2023-02-27,9068,7,45.26,521,True,repaid,2023-03-06
LNB30EF03D,BRWE557EB59,2022-09-02,124168,14,45.68,348,False,repaid,2022-09-16
LN6C6D54D4,BRWA37DC4BC,2022-07-10,418625,14,40.44,713,False,repaid,2022-07-24
LNA15F7560,BRWA37DC4BC,2022-08-14,44467,90,25.73,424,False,repaid,2022-11-12
LNFE694738,BRWA37DC4BC,2024-06-30,195102,90,38.86,361,True,defaulted,2024-09-28
LN81DC180E,BRWB6F87E99,2024-04-18,307694,7,32.42,691,True,repaid,2024-04-25
LN4CA2D2A2,BRWB6F87E99,2024-05-19,80411,90,43.43,400,False,repaid,2024-08-17
LNE1E11935,BRWE231482B,2022-10-17,284711,30,26.68,833,False,repaid,2022-11-16
LNFF8D86B1,BRW321EABD9,2023-11-29,46418,30,45.88,796,False,repaid,2023-12-29
LN8E55A659,BRWF1898BDA,2023-08-21,38428,30,46.92,738,True,defaulted,2023-09-20
LN69782C25,BRWE238987D,2024-03-14,45282,30,21.57,593,False,repaid,2024-04-13
LN4A8A634B,BRW01F1D940,2022-07-20,20562,7,46.97,352,False,repaid,2022-07-27
LN1AE16905,BRW4C150ABE,2022-08-08,21598,30,40.19,630,False,repaid,2022-09-07
LN8C5F30B3,BRWEFF48642,2022-06-03,124186,14,34.28,366,False,repaid,2022-06-17
LN45157726,BRWEFF48642,2024-05-22,39117,30,35.94,589,False,repaid,2024-06-21
LN9AACFA0B,BRWEFF48642,2022-07-30,11944,7,33.15,711,False,repaid,2022-08-06
LN0BE9C60D,BRW9021A606,2022-12-06,10663,30,29.01,436,False,repaid,2023-01-05
LN1306F7DC,BRW9021A606,2023-02-21,174889,30,45.63,384,False,repaid,2023-03-23
LN67605688,BRW9021A606,2022-09-22,149110,60,41.62,731,False,repaid,2022-11-21
LN4020CB1F,BRW3C1FB260,2024-08-05,5337,60,42.13,360,False,active,2024-10-04
LNFC320BFF,BRWA0948DA8,2022-10-17,5505,30,44.11,813,False,repaid,2022-11-16
LNB18C6383,BRWCCAAB263,2022-10-22,41189,14,32.13,458,False,repaid,2022-11-05
LN35855B72,BRWCCAAB263,2022-11-07,28456,30,26.04,394,True,repaid,2022-12-07
LND8A11D01,BRWCFCE8696,2022-09-27,11670,14,27.43,330,False,repaid,2022-10-11
LN237C9DC7,BRWCFCE8696,2023-04-23,88174,90,18.23,843,False,repaid,2023-07-22
LN87B73A01,BRW3CC7C855,2023-03-24,144211,14,25.21,341,False,repaid,2023-04-07
LN8175EB74,BRW3CC7C855,2022-10-09,69081,90,39.37,404,False,repaid,2023-01-07
LNEF646310,BRW3CC7C855,2023-05-04,137273,14,37.67,822,False,repaid,2023-05-18
LN1363B0E3,BRW4002430E,2023-12-22,125455,30,34.66,479,True,repaid,2024-01-21
LN8E8E5476,BRWA60E3BAA,2022-06-24,180475,30,41.19,325,False,defaulted,2022-07-24
LNA50232BE,BRWA60E3BAA,2024-04-14,331377,14,35.27,545,False,repaid,2024-04-28
LN54296814,BRW713F0D26,2023-05-06,179234,30,23.6,613,False,written_off,2023-06-05
LNDDBD14D0,BRWBC2BAF99,2022-06-01,162703,60,36.23,605,False,repaid,2022-07-31
LN4B72EDA1,BRWBC2BAF99,2023-12-09,29724,30,40.68,730,False,repaid,2024-01-08
LNF193FB73,BRWBC2BAF99,2023-06-16,7833,30,30.55,754,False,repaid,2023-07-16
LND3DDF887,BRW09375D45,2023-04-03,41165,30,39.69,320,False,repaid,2023-05-03
LN7649631B,BRW09375D45,2024-02-21,46952,30,45.28,770,False,repaid,2024-03-22
LNF50AA50F,BRW8391D1E7,2024-09-09,98284,7,18.14,556,True,repaid,2024-09-16
LNDA5AAF82,BRWE8295474,2022-08-21,130692,30,36.01,650,False,repaid,2022-09-20
LN209AD5FB,BRW159A611E,2023-05-13,23467,30,22.86,810,False,repaid,2023-06-12
LN8E60A07E,BRW154D495D,2023-09-07,108098,7,23.44,646,False,repaid,2023-09-14
LN16D653C0,BRW67396814,2022-08-24,40246,30,22.19,347,False,repaid,2022-09-23
LNF49A53E4,BRW83CC88C1,2022-12-06,45451,90,22.17,797,False,repaid,2023-03-06
LN9ADEB0B7,BRW9516D68C,2023-04-06,292712,7,45.0,667,False,repaid,2023-04-13
LNF3B1AD9C,BRWA313E67C,2023-01-01,316021,30,21.63,663,False,repaid,2023-01-31
LN76FB469A,BRWBC6D4706,2022-11-08,24796,30,21.19,454,True,defaulted,2022-12-08
LN88109B0C,BRWE1859BFF,2023-02-05,109165,14,23.51,386,False,defaulted,2023-02-19
LN5A9AD4B1,BRW82DE9A16,2023-05-16,88332,30,39.0,685,False,repaid,2023-06-15
LNED6C3D7E,BRW82DE9A16,2022-08-05,29147,30,44.96,760,False,repaid,2022-09-04
LN1B13952B,BRWF7E6C023,2023-03-20,106937,60,32.06,384,False,repaid,2023-05-19
LND49BF264,BRWD8CAAC28,2023-11-30,23668,60,41.47,594,False,repaid,2024-01-29
LNF0774C08,BRWD8CAAC28,2022-09-30,254741,30,30.62,762,False,repaid,2022-10-30
LNC646F043,BRWD8CAAC28,2023-08-13,96346,30,34.61,728,True,defaulted,2023-09-12
LNE5085224,BRW47FA421C,2024-03-25,64404,30,29.72,361,True,written_off,2024-04-24
LN4C62722B,BRW47FA421C,2024-03-03,56303,30,25.38,789,False,repaid,2024-04-02
LN9B0B03C1,BRWE788AEAC,2024-05-01,40333,30,39.61,441,False,repaid,2024-05-31
LN7DBD9FB4,BRW08B1E8A7,2023-06-12,37635,30,19.2,455,False,repaid,2023-07-12
LN65DCE28B,BRW08B1E8A7,2024-07-04,114398,14,20.19,452,False,repaid,2024-07-18
LNC913C60F,BRW1F33B3CB,2023-08-22,48168,30,46.93,513,False,repaid,2023-09-21
LN169B6602,BRWE158B4F1,2022-09-14,41290,30,24.31,373,False,repaid,2022-10-14
LNB624A5CF,BRWE158B4F1,2023-11-19,75785,14,22.91,331,False,repaid,2023-12-03
LNFD04F03F,BRW7BDCEE58,2023-03-27,34171,14,27.48,447,False,repaid,2023-04-10
LN3F5DE331,BRWD5CDD15B,2024-09-05,37047,90,25.81,695,False,active,2024-12-04
LNCD245EE0,BRWCCBA7192,2023-03-28,93172,30,18.65,594,False,repaid,2023-04-27
LND0C4539F,BRW0C789E62,2022-10-20,32084,30,21.3,692,False,repaid,2022-11-19
LNE2B472E2,BRW7F05D2B5,2022-07-26,167260,90,27.59,483,False,repaid,2022-10-24
LN962DE17C,BRW7F05D2B5,2022-06-23,106495,30,27.03,575,False,defaulted,2022-07-23
LNFF1515B0,BRW40FEAF87,2024-04-03,98771,30,47.52,599,False,repaid,2024-05-03
LN9C209401,BRW40FEAF87,2024-05-07,350405,90,44.32,804,False,repaid,2024-08-05
LN592FE1DB,BRW40FEAF87,2023-06-18,39062,14,22.02,508,False,repaid,2023-07-02
LNDDBEF3B4,BRWD414FEB4,2023-12-21,14438,60,38.96,459,False,repaid,2024-02-19
LN2E92C607,BRWD9A44028,2022-08-05,177989,60,36.9,755,True,repaid,2022-10-04
LNE775FF1E,BRW9E22FC9A,2024-08-11,39093,90,42.76,368,False,active,2024-11-09
LNA5AC42CE,BRW9E22FC9A,2022-06-28,8211,60,41.2,574,False,repaid,2022-08-27
LNAA728E86,BRWBAB939D3,2022-12-26,160851,14,22.99,690,True,repaid,2023-01-09
LN41DACB26,BRWBAB939D3,2024-05-08,180749,30,38.32,690,True,repaid,2024-06-07
LN32CF2BA2,BRWBAB939D3,2024-02-12,84887,90,39.46,679,False,repaid,2024-05-12
LN7F219B4E,BRW5548AC16,2022-12-10,249064,14,47.07,520,False,repaid,2022-12-24
LN52D54C65,BRWE83A902C,2022-08-19,26744,14,38.73,653,False,repaid,2022-09-02
LNA48262AA,BRWE83A902C,2024-05-26,313633,30,40.06,821,False,repaid,2024-06-25
LNB7E0A937,BRWE83A902C,2023-03-20,9465,14,44.81,547,True,repaid,2023-04-03
LNDB03C96E,BRWE4B56D59,2024-05-04,100052,14,32.32,405,False,repaid,2024-05-18
LN87D6624E,BRWF515A27A,2023-05-27,17916,30,26.45,712,False,repaid,2023-06-26
LN4DC8D3FB,BRW4801DFDB,2024-09-13,247821,30,45.36,338,True,active,2024-10-13
LNE6D4C2C2,BRW2A614C32,2024-02-11,103532,30,45.84,746,False,repaid,2024-03-12
LNAB13B389,BRWDE35EFD9,2024-08-27,79576,30,28.69,781,False,repaid,2024-09-26
LN80F6CE45,BRWF4EF5007,2023-11-16,18055,14,27.99,342,False,repaid,2023-11-30
LN4A78E8D9,BRWF4EF5007,2023-12-02,117000,14,31.19,368,False,repaid,2023-12-16
LN8F12C1DA,BRW35B3FEAC,2023-06-14,20690,14,20.83,463,False,repaid,2023-06-28
LNC7B5CC8E,BRW07555F39,2024-05-18,61355,30,32.55,574,False,repaid,2024-06-17
LN0D0F44EB,BRW07555F39,2022-12-31,51694,7,31.86,649,False,repaid,2023-01-07
LN645D52C3,BRW07555F39,2023-10-04,33180,60,39.3,371,False,repaid,2023-12-03
LN3D86E4F9,BRWE210C9C4,2022-10-07,29288,90,42.55,544,True,repaid,2023-01-05
LN8CA76500,BRW8A45A21B,2022-06-08,173707,30,24.71,308,False,repaid,2022-07-08
LN4FE893E3,BRW8A45A21B,2024-06-02,36705,60,26.77,418,False,repaid,2024-08-01
LN05D5FE38,BRW8A45A21B,2023-04-23,36505,14,22.39,362,True,repaid,2023-05-07
LN28D40FF5,BRW0CC26802,2022-10-23,23262,60,46.93,597,False,repaid,2022-12-22
LNF8860585,BRW525962AA,2024-04-05,48398,30,35.48,737,False,repaid,2024-05-05
LN90AB8EE0,BRWA5278636,2023-06-21,163903,30,19.22,712,False,repaid,2023-07-21
LN3B4767C7,BRW3B03D2CE,2024-04-28,101059,30,22.57,316,True,repaid,2024-05-28
LN953F3852,BRW3B03D2CE,2024-09-21,14070,60,23.47,769,False,active,2024-11-20
LN5CD0A8B5,BRW8E261EED,2024-01-15,21932,7,25.3,670,False,repaid,2024-01-22
LN77D91489,BRW8E261EED,2022-07-22,26926,60,19.32,636,True,repaid,2022-09-20
LNA9595739,BRW45EBCE41,2024-09-26,32463,90,39.53,437,False,active,2024-12-25
LN45D7110B,BRW7A424062,2023-09-23,491665,90,33.01,508,True,repaid,2023-12-22
LN6FD8F9F4,BRW7A424062,2022-12-29,10849,30,25.27,712,False,defaulted,2023-01-28
LN5B16852E,BRWDD080942,2023-10-31,151539,90,46.27,545,False,defaulted,2024-01-29
LN1900F16A,BRWDD080942,2023-10-20,48083,60,27.99,830,True,repaid,2023-12-19
LN3D73D177,BRWDD080942,2024-01-28,37640,90,37.73,335,False,repaid,2024-04-27
LN33070D1B,BRW27C1D6F4,2023-07-06,129743,60,26.39,627,True,written_off,2023-09-04
LNFECAB49F,BRW8B2D2880,2023-10-21,103194,90,30.62,502,False,repaid,2024-01-19
LN58DF23A7,BRW8B2D2880,2024-04-02,29994,90,42.62,359,True,defaulted,2024-07-01
LNA3071E41,BRW9C2BFB62,2022-08-07,79874,30,19.35,617,False,repaid,2022-09-06
LN1EBC8289,BRW9C2BFB62,2023-11-22,20115,30,19.48,484,False,written_off,2023-12-22
LNE2EF9B6D,BRWBC47D2ED,2023-01-12,32338,30,37.28,727,False,repaid,2023-02-11
LN766241BB,BRW65048A8D,2024-09-08,13985,7,47.44,610,False,repaid,2024-09-15
LN715D4C64,BRW1273EB0C,2022-06-04,19436,90,38.23,657,False,repaid,2022-09-02
LNA041817D,BRW1273EB0C,2024-06-29,460674,14,22.19,758,False,repaid,2024-07-13
LN0CB029B5,BRW69328051,2022-10-06,14170,60,18.86,717,False,repaid,2022-12-05
LNAD826F4D,BRW69328051,2024-06-15,161973,14,44.09,400,False,repaid,2024-06-29
