repayment_id,loan_id,borrower_id,payment_date,amount_paid_ngn,payment_method,days_past_due,partial_payment
RPY10987EF7,LND6006FA0,BRWC9BE4199,2024-02-20,15489,Cash Agent,0,False
RPYE25FE539,LN108D1483,BRW5B9D3B4A,2024-08-28,13679,Direct Debit,0,False
RPYB2A0015C,LNA964A2A7,BRWCE4CE742,2023-11-06,22961,USSD,0,False
RPY38A4F1EB,LN8C450340,BRW087A5F7E,2022-12-23,45685,Direct Debit,0,False
RPY6451EDD6,LN387C7984,BRW087A5F7E,2024-09-24,22601,Bank Transfer,0,False
RPYE054BEAF,LNA99FF127,BRW087A5F7E,2023-04-15,14782,USSD,0,True
RPYF33E4824,LNA99FF127,BRW087A5F7E,2023-04-24,13458,Cash Agent,5,False
RPY932C20C5,LN5A4873C3,BRWC5230785,2023-03-29,8235,Cash Agent,0,False
RPY0E930254,LN2AE6BFC7,BRWFB6AF070,2024-07-06,13604,Bank Transfer,0,False
RPY004CDD79,LN8DFCC293,BRWB8DA77BB,2024-01-31,43712,Direct Debit,0,False
RPYE6C7A36A,LN71682B1E,BRW30FC413D,2023-03-11,7380,USSD,0,True
RPYE5BBC875,LN71682B1E,BRW30FC413D,2023-03-26,12986,Cash Agent,6,False
RPYF924F81A,LNA9D1CC0D,BRW30FC413D,2023-06-13,40579,USSD,0,False
RPYBBBF787C,LN8A174268,BRW02B83FB7,2023-12-04,34467,Bank Transfer,0,True
RPY817A7837,LN8A174268,BRW02B83FB7,2023-12-16,60569,USSD,9,False
RPYAD9F0EC8,LN9DC0DE07,BRW02B83FB7,2023-11-14,36605,USSD,0,False
RPY72C43CCD,LN27018D1E,BRWC9EB3997,2024-04-04,50303,USSD,0,True
RPY59505C0E,LN27018D1E,BRWC9EB3997,2024-04-14,116934,USSD,3,False
RPYBF5AAFF6,LN283192A4,BRWC9EB3997,2022-06-20,328810,USSD,0,False
RPYF8CF9BF5,LN0A0AB96A,BRWF3E57B02,2024-04-11,153395,Cash Agent,0,False
RPY9993244E,LNEC10EDBE,BRWFA45F663,2024-02-25,10531,Cash Agent,0,False
RPYEC013BD2,LNB5A74900,BRW9F477866,2023-05-24,79072,Bank Transfer,0,False
RPY36C28B3A,LNDC3A1707,BRW9F477866,2023-03-30,39453,Cash Agent,0,False
RPYD5CE2B86,LN9017849D,BRW4771AE77,2023-03-06,11104,Bank Transfer,0,False
RPY1FD4C7EB,LN2F2FFE19,BRW4771AE77,2024-09-28,17886,Cash Agent,0,False
RPY2C8B3E8D,LNEA6B3ADD,BRW3670D17C,2022-07-30,18659,USSD,0,False
RPY541B9683,LNA516C993,BRW3670D17C,2023-10-27,76238,Bank Transfer,0,False
RPY99745844,LN23A21D89,BRW3670D17C,2024-03-19,16300,Direct Debit,0,False
RPY8CD61A44,LNA7BF1078,BRW5BE57F2E,2022-10-17,16024,Direct Debit,0,False
RPY4F272289,LNDC1716D3,BRW5BE57F2E,2023-03-17,93387,Cash Agent,0,False
RPY55198777,LN3F492D91,BRW6A87EBB2,2024-01-21,23407,Cash Agent,0,False
RPY266FA4BA,LN242AC6E2,BRWF2E01048,2022-07-01,181298,Cash Agent,0,False
RPYC5404F75,LN4AE1D924,BRWF2E01048,2023-09-01,134224,Direct Debit,0,False
RPYFBE53570,LND71FBE88,BRWF2E01048,2023-04-22,129882,USSD,0,False
RPY29F59777,LN58DD8BE1,BRWAF11C704,2023-11-17,10198,Direct Debit,0,True
RPY5E1C50B3,LN58DD8BE1,BRWAF11C704,2023-12-07,8713,Cash Agent,2,False
RPYF55748AC,LNE8530F10,BRWAF11C704,2023-08-10,9138,USSD,0,True
RPY392B662F,LNE8530F10,BRWAF11C704,2023-08-29,12665,USSD,9,False
RPY1B9F5041,LN54717B40,BRWAF11C704,2024-08-05,28588,USSD,0,True
RPY734C9EDF,LN54717B40,BRWAF11C704,2024-08-24,19608,Cash Agent,2,False
RPY1AA06163,LN387D37F1,BRWA8757EAD,2023-12-26,78835,Direct Debit,0,False
RPYB9554865,LN6E2C0D2E,BRWCC9342C7,2023-07-05,145248,Bank Transfer,0,False
RPYE81EE06F,LN33134D96,BRWCC9342C7,2023-03-10,32840,Bank Transfer,0,False
RPY41008365,LN56D6B808,BRWC1B26C78,2023-11-22,12880,Bank Transfer,0,False
RPY68CFAA88,LN4771802D,BRWC1B26C78,2024-02-08,10326,Cash Agent,0,False
RPY8875EEF8,LN652EE5F2,BRWF996C598,2024-06-07,38011,USSD,0,False
RPY89561E6F,LNE810E4F0,BRWF24AAED2,2024-04-11,86438,Bank Transfer,0,False
RPYE3C953DD,LNF2D222B8,BRWF24AAED2,2024-07-14,40721,USSD,0,False
RPY34C9EBBB,LNE36CC059,BRWF8FDBDA0,2022-12-04,28377,USSD,0,True
RPY1E328823,LNE36CC059,BRWF8FDBDA0,2022-12-15,20936,Bank Transfer,1,False
RPY26D0A26F,LN3F87DBA0,BRWB900DA2C,2024-03-01,178592,Direct Debit,0,False
RPYE182FEF3,LN7513B162,BRWB900DA2C,2024-09-18,29002,USSD,0,True
RPY7C25D6AD,LN7513B162,BRWB900DA2C,2024-10-09,44706,USSD,6,False
RPY1E70DAE7,LN8BBABDD5,BRW59186B9C,2023-08-06,22038,Bank Transfer,0,True
RPYCEEB5419,LN8BBABDD5,BRW59186B9C,2023-08-23,35881,Bank Transfer,4,False
RPYF32D2324,LNF350A2F0,BRW24A78A4B,2024-08-10,26419,Bank Transfer,0,False
RPYCDEF092B,LNB571792C,BRW2AE3ECFF,2023-07-22,9162,Cash Agent,0,False
RPY9342522C,LN22393E16,BRW12196414,2023-03-19,122860,Bank Transfer,0,False
RPYF26281E2,LN27ECF0F8,BRW12196414,2022-09-13,40309,USSD,0,False
RPYB1205947,LNCF9F2781,BRW12196414,2024-04-22,140110,USSD,0,False
RPY7DB26C6C,LN7B84FB15,BRWAF472E51,2024-08-08,47863,Direct Debit,0,False
RPY6DFFB4EC,LNAFC2B1CD,BRWAF472E51,2022-10-10,10524,Direct Debit,0,True
RPY3DA1CC25,LNAFC2B1CD,BRWAF472E51,2022-10-26,4704,Bank Transfer,4,False
RPY21BFE844,LN5DBBA2F6,BRW9A1CA3A6,2022-08-26,15259,Direct Debit,0,True
RPY337D74D0,LN5DBBA2F6,BRW9A1CA3A6,2022-09-16,16093,Direct Debit,6,False
RPYBE3C1B95,LN7904AE13,BRW63C5E35E,2023-12-19,6978,Direct Debit,0,False
RPY372383F6,LN2CFB2BA0,BRW63C5E35E,2023-01-03,35600,Direct Debit,0,False
RPYD7955604,LN3E3EE0D5,BRWE9D9F97E,2023-09-28,16238,USSD,0,False
RPY7285E979,LN250CDD6A,BRWE9D9F97E,2023-03-03,291872,Cash Agent,0,False
RPY524D8173,LNC433C932,BRWA70E5D08,2023-06-19,11543,Bank Transfer,0,True
RPY929A4109,LNC433C932,BRWA70E5D08,2023-07-09,18458,USSD,3,False
RPY150F0A20,LN334FE433,BRW54EA6E5F,2022-08-11,24348,USSD,0,False
RPY12A7CC86,LNB16E7690,BRW0EE5542E,2023-02-02,35050,USSD,0,False
RPY353A51AD,LN6E87B281,BRW0EE5542E,2024-05-29,44979,Cash Agent,0,False
RPYD59420A7,LN8B1AF4DE,BRW0EE5542E,2024-06-03,143025,USSD,0,False
RPY081AD9DA,LNA2C4964E,BRW9C05A34C,2024-09-13,54265,Bank Transfer,0,False
RPY25C08675,LN0B875EEA,BRW9C05A34C,2022-10-28,42352,Direct Debit,0,False
RPY271E3A1D,LNC7F350E2,BRW8E8E5BE9,2022-10-23,149919,Direct Debit,0,False
RPY4E785827,LN43878F24,BRW8E8E5BE9,2024-02-14,95661,USSD,0,False
RPY3DB0E08B,LN56615743,BRW8E8E5BE9,2023-08-25,13441,Bank Transfer,0,False
RPYCD41F05B,LN5115D50D,BRWA6404697,2023-03-10,29704,Bank Transfer,0,False
RPYD1518377,LN51EA07CB,BRWED99A666,2024-09-16,44846,Cash Agent,0,False
RPY8384884D,LN8B1E7BBA,BRW16E53DFA,2022-11-06,6922,Cash Agent,0,False
RPY709C8C5B,LNE3C98C1E,BRW230E7A50,2024-04-21,129944,Direct Debit,0,False
RPY2C5A50B7,LN2B267B71,BRW98456DCD,2023-01-15,21785,Bank Transfer,0,True
RPY4C2F0DE7,LN2B267B71,BRW98456DCD,2023-01-29,20892,Cash Agent,8,False
RPYBFBB29E9,LN834491DD,BRWD7A6D3E6,2022-08-25,20304,Direct Debit,0,False
RPYAEC38709,LNB1205622,BRWF09F5C25,2023-03-24,265590,Direct Debit,0,False
RPY9794AC5E,LNAEBDC80E,BRW40961E40,2022-06-09,145551,USSD,0,False
RPY14577328,LN997851CC,BRWD73B7BC8,2024-02-03,90092,Direct Debit,0,False
RPY2370FA9F,LN84B90CB7,BRWAC5CCB77,2024-06-20,6877,Bank Transfer,32,True
RPY82E3EBFB,LNCDECD1FE,BRWCEADCEF5,2022-11-26,27912,Bank Transfer,0,False
RPY5C7B53A0,LNFF6B3EEE,BRW37A335B2,2024-02-18,9651,Cash Agent,0,False
RPYED683575,LN9C668F4C,BRW37A335B2,2024-09-19,25349,Cash Agent,0,False
RPY05405564,LN38B2D4C4,BRW6267E7AF,2023-12-22,150676,Bank Transfer,0,True
RPY7F2021D9,LN38B2D4C4,BRW6267E7AF,2024-01-08,214587,Direct Debit,7,False
RPY0A9625C8,LNEC9F51E8,BRWE0DA5ACB,2024-01-02,10141,USSD,0,False
RPY1ACE580A,LN08A80739,BRWC453A34E,2022-06-22,26402,USSD,0,True
RPY280B9047,LN08A80739,BRWC453A34E,2022-07-10,14289,USSD,4,False
RPY5AFBBAE4,LNA79FF6B6,BRWFDA70417,2023-03-10,154431,Cash Agent,0,False
RPY1F4283B9,LN86B77ECE,BRWB3B7C882,2024-06-15,5895,Cash Agent,0,True
RPYFCCE607C,LN86B77ECE,BRWB3B7C882,2024-07-01,10784,USSD,6,False
RPYAD05664B,LN9D16B7E4,BRWB3B7C882,2024-08-11,190856,Bank Transfer,0,True
RPY17C4AE2A,LN9D16B7E4,BRWB3B7C882,2024-08-28,204047,USSD,6,False
RPY23718FC9,LNE8BB8A3A,BRWB3B7C882,2024-07-06,34151,Direct Debit,0,False
RPYC54D01C1,LN845E1682,BRW06371C55,2023-07-09,104172,Bank Transfer,0,False
RPY473D79C3,LN093DD39C,BRW06371C55,2023-01-11,128639,Direct Debit,0,False
RPY81BC57A7,LN3C194CE8,BRW06371C55,2023-10-05,119595,Direct Debit,12,True
RPY948FB233,LNF0FD34FE,BRW7B71043A,2022-09-30,46235,Cash Agent,0,False
RPY973A4C40,LNE6C2057F,BRW7B71043A,2023-07-05,190802,USSD,0,False
RPYA1462E1A,LN128EB9DB,BRW246324C3,2022-10-23,354806,USSD,0,False
RPY0E470336,LN5397A7B4,BRW246324C3,2023-11-21,36198,Cash Agent,0,False
RPY33A678C0,LNDCF683AF,BRW4B41E67D,2024-01-15,34179,Bank Transfer,0,True
RPYF5B6D0AE,LNDCF683AF,BRW4B41E67D,2024-01-30,15314,Bank Transfer,10,False
RPYE66D6D92,LNFBE695F5,BRWF1E16999,2024-06-29,160422,Direct Debit,0,False
RPY774D3694,LN419A962A,BRWF1E16999,2024-07-18,29636,USSD,0,False
RPYA89291AD,LN276CA883,BRWE1FC4493,2023-07-26,17989,Bank Transfer,0,True
RPY676F3DAE,LN276CA883,BRWE1FC4493,2023-08-16,15451,Cash Agent,4,False
RPYC981A8F5,LN7CEDC710,BRWACB8CA98,2022-07-06,81637,Bank Transfer,0,False
RPY0EBE2BEB,LNA1ABE777,BRW88EF5D50,2024-03-21,85457,Bank Transfer,0,False
RPY03EBE33B,LN87A5EDE7,BRW88EF5D50,2024-08-31,44097,Cash Agent,56,True
RPYB12AD618,LNC17AB33F,BRW0F96D28E,2023-10-17,37309,Direct Debit,0,False
RPY65B15373,LN5078253E,BRW5CC2510A,2024-08-04,349587,Direct Debit,0,False
RPY5C479BEC,LNF61D3675,BRWAA454736,2024-07-05,30512,Cash Agent,0,False
RPY1FC3C332,LNB21DBBE2,BRWAA454736,2023-10-18,2716,Bank Transfer,31,True
RPY05C2DC60,LNA7766ADE,BRW6002A3E6,2023-11-02,31614,Bank Transfer,0,False
RPYC5F3EEF0,LNBDA514AF,BRWC46572D6,2024-05-08,5729,USSD,24,True
RPY733650DC,LND21521E5,BRWC46572D6,2023-06-29,21754,Cash Agent,0,False
RPY6C37A8F3,LNE035C74D,BRWC46572D6,2023-09-18,106045,Bank Transfer,0,False
RPY74F38D3C,LNB7F36D83,BRWB3A5DDDB,2024-07-09,70959,USSD,0,False
RPY5A788748,LNF8DF2384,BRW65F4986C,2023-08-04,77499,Direct Debit,0,True
RPY825A96CC,LNF8DF2384,BRW65F4986C,2023-08-20,59035,USSD,5,False
RPY5C84ED0A,LND021D71B,BRW65F4986C,2023-03-27,41671,USSD,0,False
RPY040ADAAF,LN820CF330,BRW1887BD82,2024-09-25,13273,Bank Transfer,44,True
RPY9A36BEBF,LNCC16AF85,BRW1887BD82,2023-07-02,106889,Bank Transfer,0,False
RPY283A2004,LND9FA0CF7,BRW2B414C4E,2023-01-13,35158,Direct Debit,0,False
RPYE7175470,LN8F58C5C4,BRW09E8222E,2024-08-02,2824,Bank Transfer,40,True
RPY6AFB5DA7,LNDDE0DC3E,BRW3C149D8E,2022-12-22,16481,USSD,0,False
RPY96083CE7,LN57370180,BRWD9BCC326,2023-01-26,176687,Cash Agent,0,False
RPY727DAA66,LNFDF7C37A,BRWD9BCC326,2023-07-09,134832,Bank Transfer,0,False
RPYF58BF516,LN4D00F9DF,BRWE9C8398A,2022-11-06,35634,Bank Transfer,0,False
RPY8B4081A8,LN2A152ED1,BRWE9C8398A,2022-09-30,31332,USSD,0,False
RPY3197698E,LNFF52E53D,BRW1BA131D5,2022-08-18,17131,Direct Debit,48,True
RPY5C4E6E4D,LN107597C1,BRW57B5EB75,2023-05-18,4803,USSD,0,True
RPY2E113C73,LN107597C1,BRW57B5EB75,2023-06-07,8865,USSD,10,False
RPYA9704B1B,LN8C3142AA,BRW11514F93,2023-12-30,337559,USSD,0,False
RPY584BCD5C,LN450F7A3E,BRWE43F5B5E,2024-01-30,42241,Direct Debit,0,True
RPY2FB29B1C,LN450F7A3E,BRWE43F5B5E,2024-02-07,64799,USSD,7,False
RPY27EA050C,LNFFABD818,BRW6BFB0A7D,2024-06-21,7253,USSD,0,False
RPY3AC75762,LNF35B5EB6,BRWA47DD57E,2022-12-31,69894,Direct Debit,0,True
RPYFA568147,LNF35B5EB6,BRWA47DD57E,2023-01-16,120004,Direct Debit,7,False
RPY5962581A,LN0F67F143,BRWF5D08612,2022-06-24,9799,Bank Transfer,0,False
RPY1FF8DCC4,LND4662FC4,BRW088F0435,2023-07-04,24672,Bank Transfer,0,False
RPY40B900F0,LN4A348D98,BRWA8F61723,2023-11-24,13438,Direct Debit,0,False
RPY5FBCFE75,LNB93D1CBF,BRW339CCC99,2023-08-01,70195,Bank Transfer,0,False
RPY46B8EA47,LN6764A466,BRWC355316D,2024-02-09,152608,Cash Agent,0,False
RPY015BD8F8,LNFF3452EF,BRWC355316D,2024-02-23,13949,Direct Debit,0,True
RPYB65AB0D0,LNFF3452EF,BRWC355316D,2024-03-10,16401,Bank Transfer,10,False
RPYDE04009D,LN77251E2D,BRW5CA38770,2023-11-01,31630,USSD,0,False
RPYB1490E04,LNA71D32A6,BRW69A6A56B,2023-11-16,16281,USSD,0,False
RPYF48CF663,LN2DC28418,BRW1684ABBA,2023-10-20,54454,Cash Agent,0,False
RPY9EBEDBDF,LN5C5AA26B,BRW97CC7FF5,2023-03-07,7987,Cash Agent,0,False
RPY70777405,LN3E93D186,BRWCAFF1CB1,2023-07-03,40425,USSD,0,False
RPYBD9DA432,LNCEDD12B9,BRWCAFF1CB1,2022-07-11,67358,Cash Agent,0,False
RPYF1E83EA0,LN40FE2F5F,BRW9CF57EE7,2022-09-25,18284,Direct Debit,0,True
RPYA33AB62B,LN40FE2F5F,BRW9CF57EE7,2022-10-14,12225,Bank Transfer,2,False
RPYA35DF6D0,LNA4F1E5A5,BRW9CF57EE7,2024-08-26,467093,Bank Transfer,0,False
RPY84B19DE1,LNEC3F0895,BRW884FB682,2023-04-06,10522,Cash Agent,0,True
RPYCC3DDD41,LNEC3F0895,BRW884FB682,2023-04-18,16549,Direct Debit,6,False
RPY766B8F0C,LN4649BEBF,BRW8F4D495C,2023-02-09,15064,Cash Agent,0,False
RPY9B2BFAE2,LNFD7224AA,BRW08D6A9DD,2024-03-13,12450,Cash Agent,0,False
RPY3B419018,LN95C31E9F,BRWD6569DB3,2022-12-26,40357,Bank Transfer,0,True
RPY60C15341,LN95C31E9F,BRWD6569DB3,2023-01-06,43496,Direct Debit,8,False
RPY417D68E9,LNABB1909E,BRWD6569DB3,2023-03-22,91727,Cash Agent,0,False
RPYAB7A8A76,LN9FC26F26,BRW0EAF069E,2024-07-06,45809,USSD,0,False
RPY5D3963A4,LNC001FD8C,BRW0EAF069E,2023-09-10,5163,Bank Transfer,0,False
RPY3A9110C8,LNAF522D13,BRW26CA5401,2024-01-28,212271,Cash Agent,0,False
RPYEF183E4F,LN37FEE972,BRW26CA5401,2024-04-27,214143,USSD,0,False
RPY5966D9B4,LN757CE5CB,BRWF249C304,2023-09-30,22005,Bank Transfer,0,False
RPY568BBD74,LN111CA7B4,BRW68CF346E,2024-01-07,60432,Cash Agent,0,False
RPYE4B82F62,LN31A9258B,BRW68CF346E,2023-11-18,41557,USSD,0,False
RPY8D244EF1,LNDF80ED40,BRW86F994C6,2023-12-05,187659,Direct Debit,0,False
RPY23FD7136,LN3C197E97,BRW6E629916,2024-05-10,57303,Bank Transfer,0,False
RPY6E305B8A,LN156AE497,BRW6E629916,2023-12-16,75767,Bank Transfer,0,False
RPY1DF88CA7,LNEE588096,BRW61C883DA,2024-09-13,44058,Direct Debit,0,False
RPY29202171,LNB54D2F0F,BRW4CC7633A,2024-01-18,344128,Bank Transfer,0,False
RPY157E51B2,LNBFD0EB82,BRW1F020493,2023-12-05,20899,Direct Debit,0,False
RPYCB4FFB14,LN767FB0A1,BRWC92004F5,2023-01-20,48135,Direct Debit,0,False
RPY605F1563,LNCDB41F5C,BRW5600C473,2022-08-02,47186,Cash Agent,0,False
RPY017E92EF,LNA7DACB7A,BRWC2B3AEC1,2023-09-10,254878,Bank Transfer,0,False
RPY4F9A2C9D,LN45309F77,BRW73349EDB,2024-06-02,109460,Cash Agent,0,False
RPY167ECAC6,LNFEF813A5,BRW73349EDB,2024-04-22,24449,USSD,0,True
RPYA6BB07AA,LNFEF813A5,BRW73349EDB,2024-05-04,45120,Direct Debit,9,False
RPY1FCA5597,LNC6052553,BRWE8CB8A6F,2022-10-28,12070,Cash Agent,0,True
RPY231999A8,LNC6052553,BRWE8CB8A6F,2022-11-14,12758,Direct Debit,2,False
RPY33E2F4B1,LNE917571C,BRW3FE123A3,2024-08-12,48378,Cash Agent,0,False
RPYE0160D4C,LN371677F2,BRW34F43DDE,2024-04-28,33782,Bank Transfer,0,False
RPYCF6E0DB1,LNC93819CB,BRW34F43DDE,2023-06-04,285815,USSD,0,False
RPYBC4F6387,LN7E87A4C0,BRW8E0DC4BE,2023-08-27,151916,Bank Transfer,0,False
RPY0E8DB687,LN8034E647,BRW480C5DCA,2024-04-03,44961,Cash Agent,0,False
RPY4B41F038,LN3FBFD41E,BRW480C5DCA,2022-09-11,67844,Cash Agent,0,True
RPY84A29964,LN3FBFD41E,BRW480C5DCA,2022-09-25,88191,Bank Transfer,2,False
RPYB4607736,LNEBCC5AEE,BRW9222A833,2023-05-04,65355,USSD,0,False
RPYF1BAB99A,LN39BE0A6E,BRW9DBFAE8E,2022-11-09,13216,Bank Transfer,0,False
RPY279CD253,LN17670EA1,BRW9DBFAE8E,2022-11-30,141195,Cash Agent,0,False
RPYDF405308,LN60B1BD61,BRW3705B977,2023-07-12,8015,USSD,0,True
RPYD8AFB6CD,LN60B1BD61,BRW3705B977,2023-08-01,5053,Bank Transfer,8,False
RPY7C9EF159,LN0EA1F96F,BRW0736FB17,2023-03-24,7101,Direct Debit,0,False
RPYEA05CECF,LNF18C7134,BRW0736FB17,2023-02-28,195157,USSD,0,False
RPY7A1254FC,LN1601869D,BRW0736FB17,2023-10-04,26456,USSD,0,False
RPY2E098B92,LN41C8596C,BRWFE447ADA,2022-08-06,114575,Direct Debit,0,False
RPYA0ECC4B9,LN17620940,BRWDFDD5FA9,2024-04-16,137781,Direct Debit,0,False
RPYD8F0436A,LNB205B1E8,BRW6A0298B6,2023-04-24,24571,Bank Transfer,0,False
RPY4B090743,LNCE37D7DA,BRW6A0298B6,2023-05-25,351283,Bank Transfer,0,False
RPYD8D85256,LN01F089EA,BRW6A0298B6,2024-02-26,19987,USSD,0,False
RPY7B6AC700,LNEEAA9806,BRW804F270A,2024-08-24,1564,Direct Debit,50,True
RPY8FDFDFB3,LN64E1C659,BRW5B36ACC8,2023-12-09,25762,Cash Agent,0,False
RPY5677189B,LNA7DFE02E,BRW4247F1B9,2024-04-25,11210,USSD,0,False
RPYA9C2F018,LN84C5B4BE,BRW83381439,2023-12-29,20938,USSD,0,False
RPYCD3BAB40,LNBC567E7E,BRW83381439,2023-09-16,254466,Direct Debit,0,False
RPYBF116B04,LN8577A412,BRWCE7B595B,2024-04-17,46344,Bank Transfer,0,False
RPY064C2439,LN327AE841,BRW877E84BF,2024-05-27,14357,Direct Debit,0,False
RPY7AA3395D,LNF6B7A7F1,BRW877E84BF,2022-12-23,7178,USSD,0,False
RPYFF4AE14D,LN355B2E67,BRW851B2FF2,2023-08-05,6236,Cash Agent,0,False
RPYA4F41956,LN60135881,BRW851B2FF2,2023-08-23,11756,USSD,0,False
RPY0B4C866D,LN12F25A80,BRW2E214AF1,2023-03-23,2841,Direct Debit,18,True
RPYE7AF1CB4,LN9650D4A5,BRW2E214AF1,2024-02-28,8875,Direct Debit,39,True
RPY80C1ADA8,LNA3566B1B,BRW2E214AF1,2022-10-13,12462,USSD,0,False
RPY2467E062,LNFF4673B3,BRW796F9339,2022-12-30,12650,Bank Transfer,0,False
RPY6993EFED,LN4DFD2683,BRW14DFA47A,2023-02-05,154787,USSD,0,False
RPY4F231A5D,LN1CF37097,BRWC943A16D,2023-12-04,120156,Direct Debit,0,False
RPY26AD6906,LN2E9B37ED,BRW92266966,2024-05-19,155981,Bank Transfer,0,False
RPY12DCFDA0,LNCD8D3E76,BRWF99E084C,2024-08-28,183929,Bank Transfer,0,False
RPYA1E60C4B,LNC87437F0,BRW2180EC9F,2023-01-25,43116,Direct Debit,0,False
RPY86D3BB7B,LN77299392,BRW2180EC9F,2023-08-05,25826,Bank Transfer,0,False
RPYEB45B137,LN0253589A,BRW2180EC9F,2024-03-13,21373,Cash Agent,0,False
RPY395DBECE,LN3C6FE02A,BRWD1B41F75,2022-08-30,71320,Direct Debit,0,True
RPY6A2AC8C8,LN3C6FE02A,BRWD1B41F75,2022-09-13,88348,Cash Agent,1,False
RPYD3894102,LNCCA54CAE,BRWA2ED3B30,2023-05-25,21756,Bank Transfer,0,True
RPY9EBB9B62,LNCCA54CAE,BRWA2ED3B30,2023-06-09,11369,Cash Agent,8,False
RPY1532EF88,LNF07752F1,BRWFE5D096C,2024-03-28,44873,Direct Debit,0,False
RPY158828B7,LNCB14CC1E,BRWB8D74D8A,2024-10-02,6506,USSD,17,True
RPY790CFA9D,LNB1002D62,BRWA40A0A27,2023-05-25,20372,Bank Transfer,0,True
RPYB69FD377,LNB1002D62,BRWA40A0A27,2023-06-01,13596,Direct Debit,4,False
RPYCAEA9B82,LNC6FCDBB4,BRWA40A0A27,2024-03-22,24433,Direct Debit,0,False
RPY1D5959EC,LN086C812B,BRW8BC56FF1,2022-10-04,150472,USSD,0,False
RPYB6D598E5,LN632A2D0E,BRWAF3BA710,2023-12-29,26537,Cash Agent,0,False
RPY91749138,LN262E2681,BRW9C1EE42D,2024-01-28,67650,Bank Transfer,57,True
RPY8FCD3BA3,LNEDD9A3D5,BRWE557EB59,2023-02-28,2913,Direct Debit,0,True
RPYBA585315,LNEDD9A3D5,BRWE557EB59,2023-03-13,6155,Cash Agent,7,False
RPY9B94C662,LNB30EF03D,BRWE557EB59,2022-09-13,124168,USSD,0,False
RPY7D731318,LN6C6D54D4,BRWA37DC4BC,2022-07-22,418625,Cash Agent,0,False
RPYD6C4D0CD,LNA15F7560,BRWA37DC4BC,2022-11-09,44467,Cash Agent,0,False
RPYCE3C9E9B,LN81DC180E,BRWB6F87E99,2024-04-23,307694,USSD,0,False
RPYC3FCC70A,LN4CA2D2A2,BRWB6F87E99,2024-08-05,44249,USSD,0,True
RPY56D9F4CA,LN4CA2D2A2,BRWB6F87E99,2024-08-25,36162,Cash Agent,2,False
RPY98C0CC90,LNE1E11935,BRWE231482B,2022-11-16,284711,Cash Agent,0,False
RPY5097BD39,LNFF8D86B1,BRW321EABD9,2023-12-20,25096,Cash Agent,0,True
RPYC11B0AEB,LNFF8D86B1,BRW321EABD9,2023-12-31,21322,Direct Debit,7,False
RPY00D2A69D,LN69782C25,BRWE238987D,2024-04-05,16789,USSD,0,True
RPY8D4D30F3,LN69782C25,BRWE238987D,2024-04-15,28493,Direct Debit,9,False
RPY0052A234,LN4A8A634B,BRW01F1D940,2022-07-19,14087,Bank Transfer,0,True
RPYBD2B6AB9,LN4A8A634B,BRW01F1D940,2022-08-04,6475,Cash Agent,7,False
RPY751DB8A3,LN1AE16905,BRW4C150ABE,2022-09-04,21598,USSD,0,False
RPYFCD4732F,LN8C5F30B3,BRWEFF48642,2022-06-17,124186,Bank Transfer,0,False
RPY01AB8FFB,LN45157726,BRWEFF48642,2024-06-18,39117,USSD,0,False
RPYFA0176B9,LN9AACFA0B,BRWEFF48642,2022-08-05,11944,Direct Debit,0,False
RPYD38A87B0,LN0BE9C60D,BRW9021A606,2022-12-27,7105,Direct Debit,0,True
RPY072205BA,LN0BE9C60D,BRW9021A606,2023-01-07,3558,USSD,3,False
RPYC840C719,LN1306F7DC,BRW9021A606,2023-03-20,174889,Cash Agent,0,False
RPY77A40AE9,LN67605688,BRW9021A606,2022-11-21,149110,Bank Transfer,0,False
RPY99F44E70,LNFC320BFF,BRWA0948DA8,2022-11-15,5505,USSD,0,False
RPY22485C23,LNB18C6383,BRWCCAAB263,2022-11-02,41189,Cash Agent,0,False
RPY3F66C42A,LN35855B72,BRWCCAAB263,2022-12-04,28456,Direct Debit,0,False
RPY020ED7A0,LND8A11D01,BRWCFCE8696,2022-09-26,6021,Bank Transfer,0,True
RPYB45BE403,LND8A11D01,BRWCFCE8696,2022-10-21,5649,Cash Agent,1,False
RPY8BC0F4BB,LN237C9DC7,BRWCFCE8696,2023-07-20,88174,Bank Transfer,0,False
RPY63087B76,LN87B73A01,BRW3CC7C855,2023-04-04,144211,Cash Agent,0,False
RPYBEE4C5B3,LN8175EB74,BRW3CC7C855,2023-01-06,69081,Cash Agent,0,False
RPY7D3288E4,LNEF646310,BRW3CC7C855,2023-05-15,137273,Bank Transfer,0,False
RPYA09CA3AE,LN1363B0E3,BRW4002430E,2024-01-20,125455,USSD,0,False
RPY468A445A,LN8E8E5476,BRWA60E3BAA,2022-08-04,34545,Direct Debit,22,True
RPY6CB011A6,LNA50232BE,BRWA60E3BAA,2024-04-28,331377,USSD,0,False
RPYA62C5B96,LNDDBD14D0,BRWBC2BAF99,2022-07-16,108434,Bank Transfer,0,True
RPYC8A94503,LNDDBD14D0,BRWBC2BAF99,2022-08-05,54269,USSD,4,False
RPY15A0F80C,LN4B72EDA1,BRWBC2BAF99,2024-01-03,9707,Direct Debit,0,True
RPYE26492FE,LN4B72EDA1,BRWBC2BAF99,2024-01-17,20017,USSD,10,False
