borrower_id,age,gender,state,employment_type,monthly_income_est,bvn_verified,signup_date,acquisition_channel
BRW0224AFF7,25,F,Enugu,Unemployed,0,False,2024-03-11,Organic
BRWDCBCFA13,28,M,Plateau,Gig Worker,71502,True,2023-08-30,Agent
BRW31D38F73,22,F,Enugu,Gig Worker,23527,False,2022-08-03,Social Media
BRWCBBDF555,25,F,Borno,Gig Worker,127343,True,2023-05-27,Organic
BRWBF435D04,25,F,Borno,Salaried,160815,True,2023-04-05,Agent
BRW8C8BB9C7,32,F,Edo,Self-Employed,172805,True,2023-07-11,Organic
BRWA6E0D44F,62,M,Imo,Gig Worker,126469,False,2022-04-22,Referral
BRW1DD9EEC7,42,F,Ogun,Self-Employed,209607,False,2023-11-25,Referral
BRW8ED6FDCE,62,M,Lagos,Salaried,497454,True,2022-08-16,Social Media
BRWF1F0F5DD,34,M,Kaduna,Self-Employed,190794,True,2024-03-01,Referral
BRW797B5081,44,M,Oyo,Salaried,92877,True,2024-09-11,Organic
BRW0F10E4F4,53,M,Enugu,Gig Worker,65656,True,2023-06-18,Social Media
BRWD535310A,32,M,Abuja,Self-Employed,222652,True,2024-04-09,Referral
BRWC7447DAE,18,F,Kano,Salaried,137337,False,2024-01-29,Organic
BRW100B1E17,22,M,Enugu,Salaried,373522,True,2023-02-19,Referral
BRWE38D21D8,22,M,Ogun,Gig Worker,71849,False,2023-04-06,Social Media
BRW433953D5,28,M,Katsina,Gig Worker,46972,True,2022-03-06,Social Media
BRW258B8433,51,M,Enugu,Self-Employed,135890,True,2023-11-18,Agent
BRW1578BE04,34,M,Delta,Self-Employed,196492,True,2022-12-23,Social Media
BRWFCEECD41,31,F,Oyo,Salaried,433154,False,2023-08-28,Organic
BRW3612E8AB,21,M,Kaduna,Salaried,240107,True,2023-06-08,Social Media
BRW4DEB8770,37,M,Imo,Self-Employed,150897,True,2024-07-30,Referral
BRW9BFAD3B9,64,M,Kano,Self-Employed,168356,True,2023-04-07,Referral
BRWD12E2A74,55,F,Anambra,Unemployed,0,True,2023-05-22,Social Media
BRW244AE56F,32,M,Abuja,Gig Worker,78176,True,2024-03-25,Referral
BRWBDE5F7C2,25,M,Borno,Salaried,361861,True,2024-01-31,Referral
BRW68BCE643,33,M,Borno,Self-Employed,190133,True,2023-01-11,Social Media
BRW0A669AC4,48,M,Delta,Gig Worker,77850,True,2024-04-29,Referral
BRWC87CE477,24,M,Kaduna,Gig Worker,24224,False,2022-03-31,Social Media
BRWE48C8B9C,64,M,Katsina,Gig Worker,51056,True,2022-12-26,Agent
BRWA63A5133,38,M,Rivers,Self-Employed,201520,True,2024-04-04,Organic
BRWFE779055,27,M,Katsina,Salaried,362469,True,2023-08-10,Organic
BRWC2887E11,55,M,Borno,Unemployed,27259,True,2024-07-29,Organic
BRW1313DA88,24,F,Rivers,Gig Worker,111937,True,2022-11-26,Referral
BRW5175BC8B,49,M,Imo,Gig Worker,84154,True,2023-03-01,Social Media
BRWE90CD0F8,19,M,Anambra,Gig Worker,120779,True,2023-12-13,Agent
BRW35EB2313,28,F,Edo,Unemployed,0,True,2024-01-19,Agent
BRWC1E1C374,40,M,Anambra,Gig Worker,131425,True,2024-09-18,Social Media
BRW9CCDAAB3,23,M,Ogun,Salaried,228684,True,2024-05-22,Social Media
BRW497C953E,27,M,Imo,Gig Worker,26345,True,2023-04-16,Organic
BRW8A88B18E,60,M,Delta,Salaried,319346,True,2023-12-07,Agent
BRW8A212107,57,M,Kaduna,Salaried,223665,True,2023-01-16,Referral
BRWABD23CFA,41,M,Katsina,Salaried,407996,True,2023-03-16,Referral
BRW3FD9FA72,45,M,Ogun,Salaried,329984,True,2023-11-28,Social Media
BRWC52D30B4,18,Unspecified,Delta,Salaried,143225,True,2023-05-05,Organic
BRW332D4D2C,28,M,Kaduna,Gig Worker,33425,False,2022-05-21,Social Media
BRWF107BF27,52,Unspecified,Kano,Gig Worker,104092,True,2023-07-31,Organic
BRW0511CA72,41,M,Katsina,Self-Employed,229381,True,2023-02-26,Referral
BRWA46A1331,30,M,Abuja,Salaried,132672,True,2023-01-29,Social Media
BRWB13DE796,30,M,Abuja,Gig Worker,52477,True,2023-09-08,Referral
BRWF26B3B6D,38,M,Edo,Gig Worker,110502,True,2022-11-05,Organic
BRW3ADE3441,38,M,Lagos,Salaried,285390,True,2024-03-23,Agent
BRW79804E24,33,F,Abuja,Salaried,341925,True,2024-09-28,Organic
BRW2CD1033C,27,F,Ogun,Salaried,282814,True,2023-07-14,Referral
BRW3C8823B4,49,M,Oyo,Unemployed,0,True,2024-08-02,Organic
BRWED2052FC,50,F,Borno,Self-Employed,204776,True,2023-12-20,Social Media
BRW764C111C,40,M,Oyo,Self-Employed,80024,True,2024-08-01,Organic
BRW923A719A,52,F,Borno,Self-Employed,142427,False,2023-11-29,Referral
BRW32EDB004,25,F,Lagos,Self-Employed,289935,True,2024-08-04,Social Media
BRW817DCD7C,31,F,Imo,Self-Employed,121078,True,2022-05-03,Organic
BRW75A0BDCF,21,F,Anambra,Salaried,340263,True,2024-04-22,Referral
BRW29E83A10,22,F,Katsina,Salaried,489533,False,2024-02-29,Agent
BRW9282BA5C,26,M,Katsina,Self-Employed,177325,False,2023-10-05,Organic
BRW9A0482E7,31,F,Kano,Self-Employed,170969,True,2022-09-19,Referral
BRWB1473EFA,57,M,Anambra,Gig Worker,35117,True,2024-05-29,Agent
BRW91A71314,24,F,Kano,Self-Employed,140395,False,2024-05-28,Organic
BRWA393B31D,51,M,Kaduna,Gig Worker,105944,True,2024-07-26,Referral
BRWF6C6891B,24,M,Imo,Salaried,275458,False,2022-07-03,Organic
BRW3A68C3E4,33,M,Enugu,Salaried,290200,False,2024-03-03,Referral
BRW175B0F2B,26,M,Oyo,Self-Employed,42089,True,2022-11-08,Referral
BRWC464EFFD,24,M,Borno,Self-Employed,294766,True,2024-01-21,Agent
BRW940CCBA6,48,F,Lagos,Salaried,83343,True,2022-12-21,Referral
BRWFFECD7B5,44,M,Imo,Salaried,255645,True,2024-01-26,Referral
BRW28DA4D0C,20,M,Lagos,Self-Employed,102434,False,2022-05-26,Referral
BRWA5ED7CC6,20,F,Enugu,Unemployed,0,False,2022-03-28,Social Media
BRW43EFEB3B,33,M,Ogun,Self-Employed,143376,True,2023-11-10,Agent
BRWB37E0D64,23,F,Delta,Salaried,245155,True,2024-01-24,Social Media
BRW7987DDA5,31,M,Borno,Salaried,186279,True,2022-06-09,Organic
BRWC5F2D2A5,31,M,Borno,Salaried,143300,True,2022-11-12,Social Media
BRW5E31E3D4,55,M,Katsina,Salaried,439690,True,2022-02-11,Organic
BRW01FF35F6,55,M,Kaduna,Salaried,452851,True,2022-02-20,Referral
BRW37B7FC78,24,F,Anambra,Unemployed,6018,True,2022-09-13,Organic
BRW40DC5283,20,M,Edo,Gig Worker,35919,True,2022-08-16,Organic
BRWEDE595AD,53,F,Abuja,Self-Employed,205228,True,2022-09-23,Agent
BRW7C25184F,19,M,Kano,Unemployed,11479,True,2024-05-17,Referral
BRW3F9530EC,26,M,Plateau,Salaried,321694,True,2024-04-21,Referral
BRW3D2CA97F,33,M,Rivers,Self-Employed,151847,False,2022-10-09,Organic
BRW046F28FB,57,F,Imo,Salaried,404626,True,2023-02-26,Agent
BRW297AD0D3,32,M,Rivers,Salaried,280810,True,2024-03-27,Social Media
BRWC9BE4199,40,M,Delta,Gig Worker,124182,True,2023-01-03,Social Media
BRW5B9D3B4A,50,M,Delta,Salaried,376564,True,2022-01-27,Social Media
BRWCE4CE742,23,M,Borno,Gig Worker,122044,False,2023-06-27,Social Media
BRW087A5F7E,37,M,Imo,Salaried,163689,True,2023-07-01,Referral
BRWC5230785,59,F,Borno,Salaried,195034,True,2024-08-15,Referral
BRWFB6AF070,54,M,Katsina,Salaried,390650,True,2024-07-24,Social Media
BRWB8DA77BB,45,F,Ogun,Self-Employed,188806,False,2024-05-06,Agent
BRW30FC413D,57,M,Lagos,Self-Employed,121016,True,2022-08-27,Referral
BRW02B83FB7,18,F,Rivers,Self-Employed,126962,True,2022-12-15,Referral
BRW9B32BBFA,59,M,Kano,Gig Worker,62413,True,2024-07-28,Organic
BRWC9EB3997,20,F,Kaduna,Self-Employed,135653,True,2023-11-10,Social Media
BRWF3E57B02,20,Unspecified,Katsina,Salaried,151539,False,2024-03-21,Referral
BRWFA45F663,32,F,Katsina,Salaried,450767,False,2023-09-21,Referral
BRW9F477866,23,M,Katsina,Self-Employed,85967,True,2022-05-11,Organic
BRW145E5B53,18,M,Borno,Gig Worker,95082,False,2022-02-03,Organic
BRW4771AE77,25,M,Ogun,Gig Worker,100134,True,2023-05-24,Organic
BRW3670D17C,47,M,Plateau,Salaried,247519,False,2024-04-21,Referral
BRW5BE57F2E,40,M,Rivers,Gig Worker,78540,True,2022-03-11,Social Media
BRW6A87EBB2,50,M,Katsina,Gig Worker,26310,True,2022-06-20,Agent
BRWF2E01048,33,M,Edo,Self-Employed,183136,True,2024-06-03,Social Media
BRWAF11C704,48,M,Edo,Salaried,316604,True,2022-01-21,Social Media
BRWA8757EAD,61,F,Kano,Salaried,169184,True,2023-07-15,Agent
BRWCC9342C7,63,F,Katsina,Salaried,401726,True,2024-08-23,Referral
BRWC1B26C78,38,M,Rivers,Self-Employed,54039,False,2023-02-24,Referral
BRWF996C598,46,F,Oyo,Gig Worker,54768,True,2022-02-20,Social Media
BRWF24AAED2,35,M,Delta,Self-Employed,54288,True,2024-04-23,Referral
BRWF8FDBDA0,38,M,Imo,Salaried,93492,True,2022-03-25,Social Media
BRWB900DA2C,20,M,Imo,Gig Worker,81727,True,2023-10-20,Social Media
BRW59186B9C,22,M,Lagos,Gig Worker,68418,True,2023-04-22,Organic
BRW24A78A4B,54,F,Imo,Self-Employed,79617,True,2023-11-16,Social Media
BRW2AE3ECFF,34,M,Delta,Unemployed,0,True,2023-03-05,Agent
BRW12196414,44,M,Abuja,Unemployed,23766,True,2024-05-24,Referral
BRWAF472E51,33,F,Abuja,Unemployed,23726,False,2023-04-05,Organic
BRW9A1CA3A6,63,M,Imo,Unemployed,0,True,2024-04-22,Referral
BRW63C5E35E,53,F,Abuja,Salaried,461211,True,2023-07-24,Social Media
BRWE9D9F97E,26,F,Lagos,Salaried,320206,True,2023-10-01,Social Media
BRWA70E5D08,50,M,Ogun,Salaried,158455,True,2024-09-14,Agent
BRW54EA6E5F,59,F,Edo,Self-Employed,66474,True,2022-12-19,Agent
BRW0EE5542E,24,F,Lagos,Gig Worker,94976,True,2023-02-17,Organic
BRW9C05A34C,38,M,Plateau,Gig Worker,25083,True,2022-09-01,Organic
BRW8E8E5BE9,32,M,Edo,Salaried,275266,True,2022-11-15,Organic
BRWA6404697,32,Unspecified,Rivers,Gig Worker,32873,True,2024-09-24,Referral
BRWFB257F3B,49,M,Imo,Salaried,462100,True,2023-03-29,Organic
BRWED99A666,53,M,Kaduna,Gig Worker,119548,False,2023-06-12,Referral
BRW16E53DFA,19,M,Edo,Gig Worker,72872,True,2023-08-06,Organic
BRW230E7A50,22,M,Lagos,Gig Worker,129704,True,2024-07-29,Social Media
BRW98456DCD,23,M,Imo,Self-Employed,161692,False,2023-11-29,Organic
BRWD7A6D3E6,28,F,Enugu,Self-Employed,86552,True,2022-12-25,Social Media
BRWF09F5C25,54,M,Lagos,Salaried,441156,True,2022-06-16,Agent
BRW40961E40,50,F,Imo,Salaried,196051,True,2023-10-30,Social Media
BRWD73B7BC8,18,F,Enugu,Gig Worker,120607,False,2023-10-25,Organic
BRWAC5CCB77,51,F,Oyo,Salaried,398947,True,2023-12-28,Referral
BRWCEADCEF5,30,M,Rivers,Self-Employed,131412,True,2023-11-25,Social Media
BRW37A335B2,39,M,Imo,Self-Employed,41926,False,2024-05-09,Social Media
BRW6267E7AF,41,F,Enugu,Self-Employed,118243,True,2022-10-11,Referral
BRWE0DA5ACB,55,F,Imo,Salaried,452817,True,2022-06-03,Social Media
BRWC453A34E,24,M,Kaduna,Salaried,394590,True,2024-01-09,Organic
BRWFDA70417,33,M,Katsina,Salaried,299448,True,2023-12-27,Agent
BRWB3B7C882,52,M,Anambra,Salaried,454010,True,2023-05-03,Agent
BRW06371C55,43,M,Imo,Self-Employed,261621,False,2022-07-05,Organic
BRW7B71043A,32,F,Borno,Gig Worker,115051,False,2024-08-27,Referral
BRW246324C3,26,M,Edo,Salaried,266270,True,2024-03-18,Agent
BRW4B41E67D,28,F,Enugu,Self-Employed,161572,True,2023-10-12,Social Media
BRWF1E16999,61,M,Edo,Salaried,181996,True,2023-06-27,Organic
BRW3D507AEA,19,Unspecified,Kaduna,Gig Worker,38004,True,2023-08-07,Agent
BRWE1FC4493,64,M,Abuja,Salaried,455216,True,2023-10-09,Agent
BRWACB8CA98,25,M,Borno,Salaried,317006,True,2023-08-14,Referral
BRW88EF5D50,32,M,Delta,Gig Worker,31539,True,2023-02-18,Social Media
BRW0F96D28E,32,M,Kaduna,Salaried,359855,False,2024-07-02,Social Media
BRW5CC2510A,53,M,Katsina,Salaried,434810,True,2023-12-12,Agent
BRWAA454736,25,F,Kano,Salaried,343893,True,2022-02-16,Organic
BRW71D54B70,25,M,Delta,Gig Worker,98167,False,2022-05-18,Social Media
BRW6002A3E6,58,M,Plateau,Self-Employed,89394,False,2023-02-18,Organic
BRWC46572D6,23,F,Kano,Unemployed,11920,True,2023-12-30,Referral
BRWB3A5DDDB,18,F,Ogun,Gig Worker,53526,True,2022-02-19,Referral
BRW65F4986C,41,M,Enugu,Salaried,441627,True,2023-07-15,Organic
BRW1887BD82,45,F,Oyo,Salaried,439525,True,2022-04-14,Referral
BRW2B414C4E,24,M,Plateau,Self-Employed,75956,True,2024-01-07,Referral
BRW09E8222E,25,M,Rivers,Gig Worker,85239,True,2024-05-01,Social Media
BRW3C149D8E,23,M,Anambra,Gig Worker,58712,True,2022-08-01,Referral
BRWD9BCC326,32,F,Plateau,Salaried,86684,True,2023-08-11,Referral
BRWA5A530E9,21,M,Katsina,Salaried,348280,True,2022-09-20,Referral
BRWE9C8398A,31,M,Kano,Unemployed,0,False,2024-05-22,Organic
BRW1BA131D5,51,M,Edo,Salaried,467207,True,2022-02-16,Organic
BRW57B5EB75,21,M,Enugu,Self-Employed,126156,False,2022-10-02,Agent
BRW11514F93,20,M,Delta,Gig Worker,43969,False,2022-10-06,Referral
BRWE43F5B5E,44,F,Borno,Self-Employed,150556,True,2022-05-16,Referral
BRW6BFB0A7D,19,F,Enugu,Unemployed,0,True,2023-11-26,Social Media
BRWA47DD57E,38,M,Imo,Gig Worker,100131,False,2024-01-15,Agent
BRWF5D08612,21,M,Abuja,Unemployed,8700,True,2022-11-18,Organic
BRW088F0435,56,F,Ogun,Self-Employed,234936,True,2024-09-05,Referral
BRWA8F61723,26,F,Delta,Self-Employed,223652,True,2022-09-12,Social Media
BRW339CCC99,42,F,Anambra,Self-Employed,78968,False,2023-09-20,Organic
BRWC355316D,41,F,Edo,Salaried,326042,True,2024-02-09,Social Media
BRW8E28A9CB,24,F,Delta,Unemployed,0,True,2022-08-29,Organic
BRW5CA38770,31,F,Enugu,Self-Employed,63073,True,2023-05-25,Referral
BRW69A6A56B,18,F,Lagos,Self-Employed,49393,False,2024-03-21,Referral
BRWD0E44E04,39,F,Imo,Salaried,346515,True,2024-08-31,Social Media
BRWF3AD9788,53,M,Anambra,Gig Worker,130666,True,2023-09-07,Social Media
BRW1684ABBA,42,M,Imo,Gig Worker,34945,True,2022-12-16,Social Media
BRW97CC7FF5,40,M,Katsina,Gig Worker,91786,True,2024-07-07,Organic
BRWCAFF1CB1,21,M,Oyo,Gig Worker,114576,True,2022-07-12,Organic
BRW9CF57EE7,55,M,Kaduna,Salaried,489689,True,2023-03-01,Organic
BRW884FB682,40,F,Enugu,Gig Worker,36150,True,2023-08-27,Agent
BRW6692B909,21,F,Anambra,Self-Employed,179031,False,2024-05-08,Social Media
BRW8F4D495C,59,M,Ogun,Gig Worker,139299,True,2024-04-14,Organic
BRW08D6A9DD,28,M,Plateau,Self-Employed,271393,True,2024-09-30,Referral
BRWD6569DB3,44,F,Oyo,Salaried,288598,True,2022-05-17,Organic
BRW0EAF069E,38,M,Katsina,Gig Worker,87147,True,2022-11-18,Referral
BRW945CAB4B,60,M,Katsina,Self-Employed,92661,True,2022-12-20,Agent
BRW26CA5401,21,F,Anambra,Gig Worker,147818,True,2023-10-15,Social Media
BRW908A5BC2,20,F,Imo,Self-Employed,165926,True,2023-11-22,Referral
BRWF249C304,54,F,Anambra,Salaried,301452,True,2023-01-26,Organic
BRW68CF346E,42,F,Oyo,Salaried,473313,True,2022-05-30,Referral
BRW86F994C6,44,M,Kaduna,Salaried,475100,True,2022-04-15,Referral
BRW6E629916,43,F,Anambra,Self-Employed,98800,True,2023-06-08,Referral
BRW61C883DA,51,M,Delta,Salaried,428386,True,2024-09-06,Referral
BRW4CC7633A,43,M,Ogun,Unemployed,0,False,2024-05-31,Agent
BRW1F020493,53,M,Ogun,Unemployed,28089,True,2023-09-10,Organic
BRWC92004F5,46,M,Imo,Salaried,315308,True,2024-09-12,Organic
BRW5600C473,33,M,Oyo,Self-Employed,152330,True,2023-08-22,Referral
BRWC2B3AEC1,18,M,Kano,Self-Employed,285758,False,2023-09-04,Organic
BRW73349EDB,60,M,Borno,Self-Employed,213510,True,2023-01-02,Organic
BRWE8CB8A6F,45,M,Abuja,Self-Employed,290868,True,2022-06-13,Social Media
BRW23F38E65,34,F,Imo,Salaried,195971,True,2023-01-05,Organic
BRW3FE123A3,61,Unspecified,Edo,Self-Employed,164480,True,2023-10-27,Organic
BRW34F43DDE,42,F,Plateau,Self-Employed,277108,True,2024-09-08,Organic
BRW8E0DC4BE,57,F,Delta,Self-Employed,248720,True,2024-01-12,Organic
BRW480C5DCA,59,M,Anambra,Gig Worker,69146,True,2022-02-14,Organic
BRW9222A833,41,F,Kano,Salaried,123172,False,2024-03-02,Social Media
BRW9DBFAE8E,18,F,Rivers,Salaried,431448,False,2023-03-11,Referral
BRW3705B977,23,Unspecified,Borno,Gig Worker,135164,True,2024-04-16,Agent
BRW0736FB17,48,F,Lagos,Salaried,320766,True,2022-02-25,Organic
BRW8B08CC99,24,F,Delta,Salaried,199351,True,2023-10-08,Social Media
BRWFE447ADA,25,M,Imo,Self-Employed,71013,True,2022-03-06,Referral
BRWDFDD5FA9,37,M,Anambra,Gig Worker,29514,True,2024-03-16,Referral
BRW6A0298B6,38,M,Edo,Salaried,309468,True,2023-05-01,Organic
BRW804F270A,23,F,Anambra,Gig Worker,124434,True,2023-10-12,Organic
BRW5B36ACC8,43,F,Lagos,Unemployed,28898,True,2023-07-23,Organic
BRW4247F1B9,19,M,Abuja,Self-Employed,143306,True,2024-02-06,Referral
BRW83381439,46,F,Kano,Salaried,418654,True,2022-08-15,Referral
BRWCE7B595B,24,F,Edo,Salaried,431785,True,2024-02-09,Agent
BRW877E84BF,64,M,Imo,Self-Employed,184091,True,2022-04-11,Organic
BRW851B2FF2,36,F,Abuja,Unemployed,0,True,2022-03-13,Agent
BRW2E214AF1,25,F,Katsina,Self-Employed,201570,True,2023-08-03,Social Media
BRW796F9339,52,M,Rivers,Unemployed,0,True,2023-10-19,Social Media
BRW14DFA47A,54,M,Enugu,Salaried,464288,True,2023-01-03,Referral
BRWC943A16D,32,F,Edo,Salaried,418454,True,2024-04-26,Organic
BRW394F1463,34,M,Abuja,Salaried,408528,False,2024-05-19,Social Media
BRW92266966,18,F,Rivers,Self-Employed,146203,False,2023-07-19,Organic
BRWF99E084C,57,F,Kaduna,Self-Employed,211418,True,2024-07-01,Referral
BRW2180EC9F,47,M,Abuja,Salaried,323637,True,2023-05-30,Organic
BRWD1B41F75,24,F,Kano,Unemployed,25120,True,2022-07-03,Social Media
BRWA2ED3B30,35,F,Enugu,Gig Worker,39162,False,2022-02-11,Organic
BRWFE5D096C,32,M,Imo,Salaried,273690,True,2024-07-18,Referral
BRWB8D74D8A,28,F,Abuja,Unemployed,0,True,2023-06-18,Referral
BRW8E0CE53B,24,M,Kano,Gig Worker,95842,True,2023-01-23,Social Media
BRWA40A0A27,41,M,Plateau,Gig Worker,87720,True,2023-02-20,Social Media
BRW8BC56FF1,56,F,Lagos,Self-Employed,166382,True,2022-05-23,Social Media
BRWAF3BA710,23,M,Kano,Self-Employed,113612,True,2023-09-09,Referral
BRW17D62396,20,F,Enugu,Salaried,253132,True,2023-05-06,Organic
BRW9C1EE42D,22,M,Kano,Gig Worker,22942,True,2022-06-14,Organic
BRWE557EB59,33,M,Oyo,Gig Worker,39249,False,2023-06-14,Agent
BRWA37DC4BC,38,F,Katsina,Self-Employed,44881,True,2022-10-18,Agent
BRWB6F87E99,23,F,Kano,Self-Employed,163578,True,2023-02-25,Referral
BRWE231482B,51,F,Anambra,Gig Worker,43839,True,2024-01-12,Referral
BRW321EABD9,59,M,Delta,Self-Employed,58046,True,2022-01-17,Organic
BRWF1898BDA,55,F,Ogun,Self-Employed,150046,True,2023-05-03,Agent
BRWE238987D,38,M,Abuja,Gig Worker,89655,True,2023-11-07,Organic
BRW01F1D940,38,F,Imo,Gig Worker,137567,True,2023-06-19,Social Media
BRW4C150ABE,56,M,Borno,Gig Worker,76224,True,2024-02-27,Social Media
BRWEFF48642,37,F,Ogun,Gig Worker,119816,True,2022-05-18,Organic
BRW9021A606,49,F,Delta,Unemployed,0,True,2022-01-06,Referral
BRW3C1FB260,50,M,Delta,Self-Employed,70888,True,2023-12-06,Referral
BRWA0948DA8,29,F,Oyo,Salaried,303384,True,2023-07-03,Social Media
BRWCCAAB263,27,M,Rivers,Salaried,436833,True,2024-03-13,Social Media
BRWCFCE8696,22,M,Oyo,Self-Employed,166814,True,2024-03-03,Referral
BRW3CC7C855,47,M,Rivers,Gig Worker,106413,True,2023-12-18,Agent
BRW4002430E,20,M,Anambra,Self-Employed,246066,True,2023-12-02,Referral
BRWA60E3BAA,22,F,Enugu,Unemployed,5173,False,2023-03-22,Organic
BRW713F0D26,24,M,Delta,Self-Employed,199653,False,2023-02-15,Referral
BRWBC2BAF99,34,M,Borno,Gig Worker,98311,False,2023-10-18,Social Media
BRW09375D45,18,F,Oyo,Gig Worker,141996,True,2024-03-13,Social Media
BRW8391D1E7,33,F,Kaduna,Salaried,168857,True,2022-01-01,Agent
BRWE8295474,20,M,Delta,Salaried,289418,True,2022-07-25,Social Media
BRW159A611E,47,M,Katsina,Salaried,127272,False,2024-07-25,Social Media
BRW154D495D,27,F,Rivers,Gig Worker,49661,True,2023-02-18,Social Media
BRW67396814,24,F,Anambra,Self-Employed,67909,True,2024-08-27,Organic
BRW83CC88C1,33,F,Ogun,Salaried,362016,True,2023-03-30,Agent
BRW9516D68C,35,M,Borno,Gig Worker,119283,True,2023-04-17,Agent
BRWA313E67C,55,M,Imo,Self-Employed,107585,True,2022-08-14,Referral
BRWBC6D4706,23,M,Lagos,Salaried,265124,True,2022-09-27,Organic
BRWE1859BFF,20,M,Anambra,Gig Worker,127619,False,2023-05-03,Social Media
BRW82DE9A16,23,F,Imo,Self-Employed,87915,False,2022-07-14,Social Media
BRWF7E6C023,23,M,Rivers,Gig Worker,134392,True,2022-09-13,Referral
BRWD8CAAC28,27,F,Imo,Gig Worker,35712,False,2023-05-20,Referral
BRW47FA421C,49,F,Kaduna,Self-Employed,51079,True,2023-05-20,Agent
BRWE788AEAC,57,M,Borno,Self-Employed,112019,False,2022-10-14,Social Media
BRW08B1E8A7,48,F,Enugu,Salaried,355636,False,2022-02-03,Social Media
BRW1F33B3CB,29,M,Abuja,Gig Worker,42911,True,2023-04-17,Social Media
BRWE158B4F1,18,F,Kaduna,Gig Worker,69732,True,2024-06-01,Organic
BRW7BDCEE58,35,F,Kaduna,Salaried,327120,True,2023-05-26,Social Media
BRWD5CDD15B,30,F,Oyo,Gig Worker,67851,True,2023-08-09,Organic
BRWCCBA7192,36,F,Borno,Salaried,132360,True,2023-03-19,Agent
BRW0C789E62,22,M,Borno,Gig Worker,116802,True,2023-03-08,Social Media
BRW7F05D2B5,64,M,Kaduna,Gig Worker,87765,True,2022-11-04,Organic
BRW40FEAF87,55,F,Lagos,Salaried,131891,True,2022-09-18,Social Media
BRWD414FEB4,40,M,Kaduna,Self-Employed,127728,True,2024-08-12,Referral
BRWD9A44028,27,F,Ogun,Self-Employed,132036,True,2023-08-13,Referral
BRW9E22FC9A,34,F,Enugu,Unemployed,0,True,2023-04-03,Agent
BRWBAB939D3,28,F,Edo,Salaried,411199,True,2024-04-07,Agent
BRW5548AC16,30,F,Abuja,Self-Employed,146108,True,2022-12-18,Organic
BRWE83A902C,25,F,Delta,Salaried,220232,True,2023-04-01,Referral
BRWE4B56D59,60,F,Delta,Gig Worker,88280,True,2024-05-24,Organic
BRWF515A27A,46,F,Katsina,Gig Worker,143265,True,2022-06-20,Social Media
BRW4801DFDB,20,M,Delta,Unemployed,0,True,2022-03-27,Organic
BRW2A614C32,39,M,Rivers,Salaried,284391,True,2023-03-30,Referral
BRWDE35EFD9,21,M,Kaduna,Gig Worker,23744,False,2022-11-30,Agent
BRWF4EF5007,31,M,Enugu,Gig Worker,142533,True,2024-08-29,Referral
BRW35B3FEAC,22,F,Plateau,Self-Employed,205425,True,2023-06-21,Referral
BRW07555F39,34,F,Enugu,Unemployed,0,True,2023-02-27,Organic
BRWE210C9C4,25,F,Kaduna,Salaried,477564,True,2023-07-02,Organic
BRW8A45A21B,59,F,Borno,Unemployed,0,True,2022-08-25,Referral
BRW0CC26802,35,M,Rivers,Salaried,373891,True,2024-01-25,Referral
BRW525962AA,53,M,Rivers,Salaried,121528,True,2024-03-30,Agent
BRWA5278636,52,F,Anambra,Gig Worker,57313,True,2023-02-27,Organic
BRW3B03D2CE,19,F,Ogun,Salaried,137858,True,2023-12-19,Referral
BRW8E261EED,22,F,Lagos,Salaried,106021,True,2022-04-15,Organic
BRW45EBCE41,21,M,Kano,Self-Employed,42150,True,2022-08-11,Social Media
BRW7A424062,25,M,Borno,Gig Worker,68679,True,2022-03-24,Referral
BRWDD080942,61,M,Anambra,Salaried,486665,True,2022-07-16,Agent
BRW27C1D6F4,24,M,Borno,Self-Employed,43307,True,2023-01-30,Referral
BRW8B2D2880,31,M,Katsina,Gig Worker,24392,True,2023-06-18,Referral
BRW9C2BFB62,23,M,Kaduna,Self-Employed,291976,True,2024-01-16,Organic
BRWBC47D2ED,60,M,Oyo,Self-Employed,106404,True,2024-06-27,Organic
BRW65048A8D,42,M,Kano,Unemployed,12732,True,2023-08-22,Organic
BRW1273EB0C,50,F,Katsina,Salaried,102016,True,2023-09-03,Organic
BRW69328051,49,M,Ogun,Salaried,342101,True,2024-09-19,Agent
BRW814466E0,39,M,Anambra,Salaried,417942,True,2022-05-09,Social Media
BRW2A370025,25,F,Borno,Self-Employed,208990,False,2024-01-21,Organic
BRW376B371A,44,M,Lagos,Self-Employed,75319,True,2023-03-25,Social Media
BRW3A95E88E,35,M,Kaduna,Self-Employed,188557,True,2023-04-25,Organic
BRW8032599F,53,M,Enugu,Unemployed,0,True,2022-09-27,Social Media
BRW7C43EB67,31,M,Kano,Gig Worker,86316,False,2023-09-27,Agent
BRWAE473B7D,49,M,Anambra,Salaried,458013,True,2022-07-14,Social Media
BRWDD8F87F0,33,M,Delta,Self-Employed,200704,True,2022-04-24,Organic
BRWC5C61973,42,M,Lagos,Salaried,148039,True,2023-05-13,Organic
BRWCBC3C859,18,F,Anambra,Self-Employed,141868,True,2023-08-28,Organic
BRW3D70EB89,27,M,Plateau,Self-Employed,58579,True,2023-05-19,Agent
BRW5BCF293F,53,M,Anambra,Self-Employed,207488,True,2024-06-30,Social Media
BRWB8584338,28,F,Anambra,Gig Worker,127956,True,2022-03-14,Referral
BRWC4B53247,19,M,Katsina,Salaried,352359,True,2023-01-30,Organic
